gene_id,gene_name,chromosome,is_X,is_Y,CO_Mega,TE_mean
ACTR6,ACTR6,12,0,0,1.7470123434744504,2.88957624746213
DEPDC4,DEPDC4,12,0,0,0.5142048957591623,0.522952315883813
SCYL2,SCYL2,12,0,0,1.108090492412062,1.55719323972615
SLC17A8,SLC17A8,12,0,0,0.37639243471224226,
NR1H4,NR1H4,12,0,0,0.46885371091640415,-0.0574787001654547
GAS2L3,GAS2L3,12,0,0,-0.042298916738886305,
ANO4,ANO4,12,0,0,0.5291377464665956,
SLC5A8,SLC5A8,12,0,0,0.9105164360202362,
UTP20,UTP20,12,0,0,0.4436042815559187,-0.541705452970903
ARL1,ARL1,12,0,0,0.6011340256088751,3.20949633917759
SPIC,SPIC,12,0,0,0.5461176689080833,
MYBPC1,MYBPC1,12,0,0,0.24499613701010503,
CHPT1,CHPT1,12,0,0,0.8284428379099715,-1.11163841478234
SYCP3,SYCP3,12,0,0,1.1568606725663955,
GNPTAB,GNPTAB,12,0,0,0.3574009761343593,-0.811842785282927
DRAM1,DRAM1,12,0,0,0.7113165638953216,
WASHC3,WASHC3,12,0,0,-0.09085084607153249,1.51914231126276
NUP37,NUP37,12,0,0,0.844511756243504,
PARPBP,PARPBP,12,0,0,1.1314988077152535,
PMCH,PMCH,12,0,0,1.335830003065439,
IGF1,IGF1,12,0,0,-0.9461660404918781,-0.882938433059095
PAH,PAH,12,0,0,-0.17281760637358445,1.51850219975327
ASCL1,ASCL1,12,0,0,-2.5617372144976382,
C12orf42,C12orf42,12,0,0,-1.4432883436728083,
STAB2,STAB2,12,0,0,-0.6860577844723785,0.316279145046601
NT5DC3,NT5DC3,12,0,0,-0.028160263536069152,-0.232619952173095
HSP90B1,HSP90B1,12,0,0,0.9393019369622451,1.25003634188955
UQCC6,UQCC6,12,0,0,-0.7261115635704041,-0.320041191638177
TDG,TDG,12,0,0,0.4753460310557589,1.16830490841306
GLT8D2,GLT8D2,12,0,0,-0.14640898382053358,0.485722895489235
HCFC2,HCFC2,12,0,0,0.39952188490619633,0.0251731840941225
NFYB,NFYB,12,0,0,0.8284835292056609,2.90143054434133
TXNRD1,TXNRD1,12,0,0,0.5320981719069167,0.432266983950641
EID3,EID3,12,0,0,0.2572943165949262,-4.01236771411603
CHST11,CHST11,12,0,0,-1.551752868139591,-1.50768401827771
SLC41A2,SLC41A2,12,0,0,1.033492316065253,2.92674907775357
NOPCHAP1,NOPCHAP1,12,0,0,-1.1614354962762228,0.125261847337389
ALDH1L2,ALDH1L2,12,0,0,0.7423528361901806,
WASHC4,WASHC4,12,0,0,1.3602196413127956,
APPL2,APPL2,12,0,0,-0.011303536370157019,-0.31741013492286
C12orf75,C12orf75,12,0,0,0.33152968126761273,-2.17854417482315
NUAK1,NUAK1,12,0,0,-2.067483086448531,-1.95911335206454
CKAP4,CKAP4,12,0,0,-3.050451383184976,-1.49682196695195
TCP11L2,TCP11L2,12,0,0,-0.08628056897535608,1.01541876944114
POLR3B,POLR3B,12,0,0,0.6250262346028101,0.870890594449552
RFX4,RFX4,12,0,0,-1.2523648279689823,
RIC8B,RIC8B,12,0,0,-0.02188138511739446,-0.601213687065938
TMEM263,TMEM263,12,0,0,0.8589907077584069,0.0846709148737379
MTERF2,MTERF2,12,0,0,0.7533869309377916,1.7262323099458
CRY1,CRY1,12,0,0,0.30380513284883826,-1.09744977672814
ABTB3,ABTB3,12,0,0,-1.8461337699829485,
PWP1,PWP1,12,0,0,0.03236041891332597,0.0063614654269502
PRDM4,PRDM4,12,0,0,-0.8447728556538543,-2.83633858443859
ASCL4,ASCL4,12,0,0,-3.44089791537208,
WSCD2,WSCD2,12,0,0,-1.3911377794660833,
CMKLR1,CMKLR1,12,0,0,-0.2743284746919574,
FICD,FICD,12,0,0,-1.8087209815027716,-1.55701067927283
SART3,SART3,12,0,0,-0.839016402245548,-1.81090400712076
ISCU,ISCU,12,0,0,-0.22566485016519522,-0.140164381314095
TMEM119,TMEM119,12,0,0,-3.157832574546484,
SELPLG,SELPLG,12,0,0,-2.014732196009538,-1.12194229169939
CORO1C,CORO1C,12,0,0,-0.3757901355568123,-0.0929855240708904
SSH1,SSH1,12,0,0,-2.2867393620771708,-3.98024282498756
DAO,DAO,12,0,0,-1.1181744526341468,-0.382982676062696
SVOP,SVOP,12,0,0,-0.4871592574612542,
USP30,USP30,12,0,0,-1.3464917755906658,-0.613685712296702
ALKBH2,ALKBH2,12,0,0,-1.767813445170134,-1.05058072658619
UNG,UNG,12,0,0,-1.3797623482440287,0.151062840980327
ACACB,ACACB,12,0,0,-1.2947525980980288,-2.23588633943311
FOXN4,FOXN4,12,0,0,-2.7600486198135723,
MYO1H,MYO1H,12,0,0,-0.3701583848091001,
KCTD10,KCTD10,12,0,0,-1.0376043760712932,-0.311372335876954
UBE3B,UBE3B,12,0,0,-0.8353499548372287,-2.30803713240104
MMAB,MMAB,12,0,0,-1.71258712976719,-0.681525767544938
MVK,MVK,12,0,0,-2.1318684105537784,-1.42328070567981
FAM222A,FAM222A,12,0,0,-3.2157839863047304,-5.13511492640866
TRPV4,TRPV4,12,0,0,-1.4012660169333113,-1.80329005076694
GLTP,GLTP,12,0,0,-0.8456443644091163,-1.88940177892883
TCHP,TCHP,12,0,0,-2.689683408058661,-2.48672936632603
GIT2,GIT2,12,0,0,-1.403471881277408,-1.14424763018748
ANKRD13A,ANKRD13A,12,0,0,-0.6699161721589029,-1.276227750473
C12orf76,C12orf76,12,0,0,-1.3319316434317656,-0.957303574776414
IFT81,IFT81,12,0,0,0.7174621365556213,-0.28163671006094
ATP2A2,ATP2A2,12,0,0,0.3128967569666905,-0.480818859987408
ANAPC7,ANAPC7,12,0,0,0.028978186876406298,0.321839809285449
ARPC3,ARPC3,12,0,0,1.0888883444302682,3.10549191049984
GPN3,GPN3,12,0,0,0.7028984023843208,1.62162976083318
FAM216A,FAM216A,12,0,0,-0.5026053658536895,0.642724528018793
VPS29,VPS29,12,0,0,1.0082800336017623,5.30919610604395
RAD9B,RAD9B,12,0,0,0.6919443511376926,
PPTC7,PPTC7,12,0,0,-0.7025849380485383,-1.49013173804719
TCTN1,TCTN1,12,0,0,-0.24066513324170735,-0.840423643615735
HVCN1,HVCN1,12,0,0,-1.2773318213496,-0.124393709442747
PPP1CC,PPP1CC,12,0,0,0.5007398547478417,0.78853085922384
CCDC63,CCDC63,12,0,0,-1.1748352793495602,
MYL2,MYL2,12,0,0,-0.1459732055792049,
CUX2,CUX2,12,0,0,-3.16933769180088,-3.37855627692377
PHETA1,PHETA1,12,0,0,-2.8403671443172165,-3.88286424452458
SH2B3,SH2B3,12,0,0,-3.2681138706933304,-5.28452334878568
ATXN2,ATXN2,12,0,0,-1.330077216101781,-1.05162004679818
BRAP,BRAP,12,0,0,-0.5934101801901601,-0.686854151325217
ACAD10,ACAD10,12,0,0,-0.9470962173626258,
ALDH2,ALDH2,12,0,0,-1.0224785220136212,
MAPKAPK5,MAPKAPK5,12,0,0,-0.5558812189598044,-2.49686380499567
TMEM116,TMEM116,12,0,0,0.3052550565751595,-0.92523915788508
ERP29,ERP29,12,0,0,-1.2824752002740958,0.190454432581489
NAA25,NAA25,12,0,0,0.3749559156007134,-0.249746855738688
TRAFD1,TRAFD1,12,0,0,-1.7689695297165446,-0.524464975566281
HECTD4,HECTD4,12,0,0,-1.1722912552218467,-4.4058798877076
RPL6,RPL6,12,0,0,0.06400018465129698,-0.108564876243949
PTPN11,PTPN11,12,0,0,-0.199271289333808,-1.2847911576976
RPH3A,RPH3A,12,0,0,-1.7671508442450463,
OAS1,OAS1,12,0,0,-1.0339921619817183,0.0687193657837227
OAS3,OAS3,12,0,0,-1.7841559176165251,-1.38999669087057
OAS2,OAS2,12,0,0,-0.5974591388763137,0.556074147134087
DTX1,DTX1,12,0,0,-2.5538336599311684,-3.14435385790764
RASAL1,RASAL1,12,0,0,-2.134823088858697,
CFAP73,CFAP73,12,0,0,-2.3938974204035155,
DDX54,DDX54,12,0,0,-2.552876017609238,-2.74693709914605
RITA1,RITA1,12,0,0,-3.0572210438662637,-5.47158500916256
IQCD,IQCD,12,0,0,-1.4918708312297628,
TPCN1,TPCN1,12,0,0,-1.0257750820508544,-1.97111461815625
SLC8B1,SLC8B1,12,0,0,-0.8783637636725938,-1.17970241035336
PLBD2,PLBD2,12,0,0,-1.8236974837348718,-0.989353543662326
SDS,SDS,12,0,0,-1.6000453149499183,-1.12828264111204
SDSL,SDSL,12,0,0,-2.1228408577974527,-0.999299798658054
LHX5,LHX5,12,0,0,-2.712713395661414,
RBM19,RBM19,12,0,0,-1.8622231461764471,-2.44309688518746
TBX5,TBX5,12,0,0,-1.9613013404867186,
TBX3,TBX3,12,0,0,-1.7570727620447695,-1.7738084255838
MED13L,MED13L,12,0,0,-0.8098406892836643,-3.43865570838924
MAP1LC3B2,MAP1LC3B2,12,0,0,-0.3900120341396871,
SPRING1,SPRING1,12,0,0,-1.429397815621492,-3.50185858111981
RNFT2,RNFT2,12,0,0,-2.055220906818729,
HRK,HRK,12,0,0,-2.264893759034882,
FBXW8,FBXW8,12,0,0,-1.3854285586409656,-1.35399024352332
TESC,TESC,12,0,0,-1.418989763662065,-1.56109528598185
FBXO21,FBXO21,12,0,0,-0.758217586319299,-0.897248970094905
NOS1,NOS1,12,0,0,-1.6380955594497255,
KSR2,KSR2,12,0,0,-2.415724486608969,
RFC5,RFC5,12,0,0,-0.28128619560626333,-0.127602216764646
WSB2,WSB2,12,0,0,-1.5165018704300568,-3.67213733381085
VSIG10,VSIG10,12,0,0,-1.6852075355875495,-2.46128548779742
PEBP1,PEBP1,12,0,0,-1.5116287408647793,-0.0923383667915066
TAOK3,TAOK3,12,0,0,-0.8883663544824589,-1.50286298476618
SUDS3,SUDS3,12,0,0,-0.9102609037096645,-1.45044827046847
SRRM4,SRRM4,12,0,0,-4.385668209146333,
HSPB8,HSPB8,12,0,0,-1.8927629453939385,-0.219037727426977
CCDC60,CCDC60,12,0,0,-1.0896266904784948,
TMEM233,TMEM233,12,0,0,-0.9068456030518384,
PRKAB1,PRKAB1,12,0,0,-1.707965317022138,-0.616320652737663
CIT,CIT,12,0,0,-1.3737117508172059,-2.68407539981265
BICDL1,BICDL1,12,0,0,-3.005895215998258,-4.84133462631933
RAB35,RAB35,12,0,0,-1.4518791566706604,-0.809681429712073
GCN1,GCN1,12,0,0,-1.459087114030531,-1.74619190696723
RPLP0,RPLP0,12,0,0,-0.4578177766910816,-2.32990646575533
PXN,PXN,12,0,0,-3.008865833944302,-2.10916397650266
SIRT4,SIRT4,12,0,0,-1.2031413747398254,-0.219214844413965
PLA2G1B,PLA2G1B,12,0,0,-1.030498208039413,
MSI1,MSI1,12,0,0,-1.819723398360157,
COX6A1,COX6A1,12,0,0,-1.2602673808876208,
TRIAP1,TRIAP1,12,0,0,-0.7036812890695394,0.317633369549455
GATC,GATC,12,0,0,-1.8252516666723917,
SRSF9,SRSF9,12,0,0,-0.8396111242464581,-1.00685958876166
DYNLL1,DYNLL1,12,0,0,0.36689237155122534,0.976820786625439
COQ5,COQ5,12,0,0,-0.10493548964439725,0.0430776640496743
LOC128071547,LOC128071547,12,0,0,-3.5533402629914814,
RNF10,RNF10,12,0,0,-1.410069053414361,-4.01536731004408
POP5,POP5,12,0,0,-0.8751241497776743,0.111736602635541
CABP1,CABP1,12,0,0,-2.5169973883941132,
MLEC,MLEC,12,0,0,-0.9335626513327853,-1.68944477921322
UNC119B,UNC119B,12,0,0,-0.8606725278592542,-0.754485064084205
ACADS,ACADS,12,0,0,-1.944812650399065,-0.701660925862409
SPPL3,SPPL3,12,0,0,0.12258228598343912,-1.31702064362827
HNF1A,HNF1A,12,0,0,-3.549902583693102,-2.42475422779952
C12orf43,C12orf43,12,0,0,-2.067543514462603,-2.18886836892859
OASL,OASL,12,0,0,-1.6393148161129218,-1.49252452832935
P2RX7,P2RX7,12,0,0,-1.0257679444069066,-0.292817589915212
P2RX4,P2RX4,12,0,0,-0.2513431650564044,-0.846273822101511
CAMKK2,CAMKK2,12,0,0,-2.457900441915811,-2.8615097096235
ANAPC5,ANAPC5,12,0,0,-0.5862782654624343,-2.07630629201161
RNF34,RNF34,12,0,0,-0.42523203057159087,-1.37442779277295
KDM2B,KDM2B,12,0,0,-2.274294646594127,-2.791893799709
MORN3,MORN3,12,0,0,-0.9947852027239907,
TMEM120B,TMEM120B,12,0,0,-1.2597113279260004,
RHOF,RHOF,12,0,0,-2.3492535090042566,-3.44974927124013
SETD1B,SETD1B,12,0,0,-3.1385864675647372,-3.94755587990164
HPD,HPD,12,0,0,-1.231550206976772,-1.16860332624505
PSMD9,PSMD9,12,0,0,-2.4097531979378406,-1.32749026353326
CFAP251,CFAP251,12,0,0,-0.39607619301275854,-1.35671233460893
BCL7A,BCL7A,12,0,0,-1.7694837292451364,-1.5637062501063
MLXIP,MLXIP,12,0,0,-2.5198892860006925,-3.33002105961214
IL31,IL31,12,0,0,-1.4545010519514197,
LRRC43,LRRC43,12,0,0,-2.1334912334973843,
B3GNT4,B3GNT4,12,0,0,-1.7483503383458547,
DIABLO,DIABLO,12,0,0,-0.03912750191997816,0.0822207784979271
LOC128125816,LOC128125816,12,0,0,-1.7692165130947366,
VPS33A,VPS33A,12,0,0,-0.20649517897508218,-0.0105416136590455
CLIP1,CLIP1,12,0,0,-0.9019809515683228,-1.71676163520676
ZCCHC8,ZCCHC8,12,0,0,-0.8316015555211713,-0.9583627953449
RSRC2,RSRC2,12,0,0,-0.9151322580731165,-0.442628941744615
KNTC1,KNTC1,12,0,0,0.6106942063681036,-0.868477630772733
HCAR2,HCAR2,12,0,0,-0.7943198455431517,-2.9563949022001
HCAR3,HCAR3,12,0,0,-0.9046420490140452,-1.86319278893558
HCAR1,HCAR1,12,0,0,-0.8554662893392102,
DENR,DENR,12,0,0,0.9134610677848798,0.389625759119276
CCDC62,CCDC62,12,0,0,-0.502575304057272,
HIP1R,HIP1R,12,0,0,-2.9218855489665234,-2.42318235827907
VPS37B,VPS37B,12,0,0,-2.1728044708468808,-2.03039885975131
ABCB9,ABCB9,12,0,0,-1.9703112672779302,-4.13614538822171
OGFOD2,OGFOD2,12,0,0,-2.353709666276769,-1.62412568258968
ARL6IP4,ARL6IP4,12,0,0,-2.9703804632977455,-3.10368174485182
PITPNM2,PITPNM2,12,0,0,-2.567453107846834,-3.33660308734195
MPHOSPH9,MPHOSPH9,12,0,0,-0.0963749436564818,-1.2149650635384
MTRFR,MTRFR,12,0,0,-0.4764554741357987,-0.311387636655946
CDK2AP1,CDK2AP1,12,0,0,-2.510498205293686,-2.99749615235614
SBNO1,SBNO1,12,0,0,0.8051989103442914,-0.475150304617459
KMT5A,KMT5A,12,0,0,-1.2845854290738128,-1.38872971516732
RILPL2,RILPL2,12,0,0,-2.4296310353319353,-2.98821042480104
SNRNP35,SNRNP35,12,0,0,-1.413374253843605,-0.657402322009475
RILPL1,RILPL1,12,0,0,-2.983678395454584,-2.96088306356692
TMED2,TMED2,12,0,0,0.5063218141252559,0.473043034826005
DDX55,DDX55,12,0,0,-0.2773911914137077,0.565434480390254
EIF2B1,EIF2B1,12,0,0,0.07548460535922175,0.271831483295281
GTF2H3,GTF2H3,12,0,0,0.8185269876129713,2.85835534954239
TCTN2,TCTN2,12,0,0,0.14880533546503116,
ATP6V0A2,ATP6V0A2,12,0,0,0.027057686340507203,-0.43225231739646
DNAH10,DNAH10,12,0,0,-0.31519052497325184,
CCDC92,CCDC92,12,0,0,-3.065951153720656,-3.42982766516602
ZNF664,ZNF664,12,0,0,-0.8488869146576299,-2.21200562935858
RFLNA,RFLNA,12,0,0,-3.4745881119242146,
NCOR2,NCOR2,12,0,0,-3.5989787678904204,-3.54591629662117
SCARB1,SCARB1,12,0,0,-0.8973060582699279,-0.31837728129406
UBC,UBC,12,0,0,-1.209475452355921,0.399213240128973
DHX37,DHX37,12,0,0,-2.1883338215819457,-2.50045593138922
BRI3BP,BRI3BP,12,0,0,-1.9703761177169596,-1.60616141251679
AACS,AACS,12,0,0,-1.0705360346061177,-0.738995556297064
TMEM132B,TMEM132B,12,0,0,-1.3433888656491817,
TMEM132C,TMEM132C,12,0,0,-2.379580062823507,
SLC15A4,SLC15A4,12,0,0,-0.3392091818027918,-0.117981771490414
GLT1D1,GLT1D1,12,0,0,-0.16108888651495867,-1.95463922850614
TMEM132D,TMEM132D,12,0,0,-1.927106859329566,
FZD10,FZD10,12,0,0,-1.7249736650012206,
PIWIL1,PIWIL1,12,0,0,0.06332228331638667,
RIMBP2,RIMBP2,12,0,0,-2.571067597529739,
STX2,STX2,12,0,0,0.16306043555421468,-1.64235545738038
RAN,RAN,12,0,0,0.9140460986921592,1.0746180483778
ADGRD1,ADGRD1,12,0,0,-1.4789854800483955,-1.46057330126743
SFSWAP,SFSWAP,12,0,0,-1.8746255319652558,-3.10221468996694
MMP17,MMP17,12,0,0,-2.659730523543729,
ULK1,ULK1,12,0,0,-3.1862108219846466,-3.28066033464338
PUS1,PUS1,12,0,0,-2.0808851194482916,-2.16954712420309
EP400,EP400,12,0,0,-2.1687594030343877,-2.81988827046105
DDX51,DDX51,12,0,0,-2.801039968115502,-2.27067366545256
NOC4L,NOC4L,12,0,0,-2.7169447831055127,-1.63950389056953
GALNT9,GALNT9,12,0,0,-2.154064909176073,
FBRSL1,FBRSL1,12,0,0,-3.7584873747457284,-5.1366990037709
LRCOL1,LRCOL1,12,0,0,-3.4301552124203827,-2.6372501987611
P2RX2,P2RX2,12,0,0,-2.439897136133201,
POLE,POLE,12,0,0,-1.4211081655264142,-1.97914709715462
PXMP2,PXMP2,12,0,0,-0.7121254929357885,
PGAM5,PGAM5,12,0,0,-2.4936961711957277,
ANKLE2,ANKLE2,12,0,0,-1.2869569302997288,-1.98941825346723
GOLGA3,GOLGA3,12,0,0,-2.734929790539729,
CHFR,CHFR,12,0,0,-1.8829059032974236,-2.92471893251185
ZNF605,ZNF605,12,0,0,-0.5867844559961117,
ZNF26,ZNF26,12,0,0,-0.44571719296150647,-1.06150191692687
ZNF84,ZNF84,12,0,0,-0.530473886863188,0.444497402818916
ZNF140,ZNF140,12,0,0,-0.1880000022883337,-0.112044706958096
ZNF891,ZNF891,12,0,0,0.3313948399789357,-0.600378906035358
ZNF10,ZNF10,12,0,0,-0.15231216366612266,
ZNF268,ZNF268,12,0,0,-0.3382104403406121,-0.167623287889001
ANHX,ANHX,12,0,0,-2.611737596562822,
TUBA3C,TUBA3C,13,0,0,-1.1929468269198953,-3.67561071377755
TPTE2,TPTE2,13,0,0,1.3871708976713446,
MPHOSPH8,MPHOSPH8,13,0,0,-0.21932538021916237,-0.606293705821265
PSPC1,PSPC1,13,0,0,-0.49049100315173355,-1.39887199854855
ZMYM5,ZMYM5,13,0,0,0.634064335919879,0.740822020432859
ZMYM2,ZMYM2,13,0,0,0.610477964830169,0.665373211666018
GJA3,GJA3,13,0,0,-2.7235188147485356,
GJB2,GJB2,13,0,0,-0.26450237949846667,-0.196668504972419
GJB6,GJB6,13,0,0,-0.31797990168108825,
CRYL1,CRYL1,13,0,0,-1.0547365857947035,-0.493496276429764
IFT88,IFT88,13,0,0,1.2792305597740867,0.319041953804698
IL17D,IL17D,13,0,0,-2.8191916019209966,
EEF1AKMT1,EEF1AKMT1,13,0,0,0.342984908525267,1.49496899926395
XPO4,XPO4,13,0,0,0.4552972824858035,0.226506110384514
LATS2,LATS2,13,0,0,-2.3345743787392,-4.17014405961046
SAP18,SAP18,13,0,0,-0.2956058310860872,0.276014381980763
SKA3,SKA3,13,0,0,0.5085674594376322,
MRPL57,MRPL57,13,0,0,-1.60444557175237,-0.620752034717633
ZDHHC20,ZDHHC20,13,0,0,1.1170580817552942,0.558491816253278
MICU2,MICU2,13,0,0,0.9553473587535244,1.59436169165595
FGF9,FGF9,13,0,0,-0.9718794700606939,
SGCG,SGCG,13,0,0,-0.273091770039283,
SACS,SACS,13,0,0,0.8585108416470124,-2.71055507079114
TNFRSF19,TNFRSF19,13,0,0,-1.1830877181439288,
MIPEP,MIPEP,13,0,0,0.32408120231060344,0.547547105902956
C1QTNF9B,C1QTNF9B,13,0,0,-0.930965316982979,
SPATA13,SPATA13,13,0,0,-2.349017776813426,
C1QTNF9,C1QTNF9,13,0,0,-0.7906961346147394,
PARP4,PARP4,13,0,0,-0.22822708613119502,0.115532789260288
ATP12A,ATP12A,13,0,0,-0.6594962329831393,
RNF17,RNF17,13,0,0,0.9630118107311834,
CENPJ,CENPJ,13,0,0,-0.4181530517955352,-1.96233384124343
PABPC3,PABPC3,13,0,0,0.6189301969831345,
AMER2,AMER2,13,0,0,-3.3127582349525575,
MTMR6,MTMR6,13,0,0,0.4652656727961624,1.76806648101532
NUP58,NUP58,13,0,0,0.10318518007302124,1.07721280367958
ATP8A2,ATP8A2,13,0,0,0.19189641879784247,
SHISA2,SHISA2,13,0,0,-2.274972918749455,
RNF6,RNF6,13,0,0,-1.0364782247675066,-0.238729356656159
CDK8,CDK8,13,0,0,-0.006730702184954751,-1.13680137193578
WASF3,WASF3,13,0,0,-1.7754666933120262,-2.86475538073057
GPR12,GPR12,13,0,0,-0.6818930026949879,
USP12,USP12,13,0,0,0.9133807483507468,1.0737170824278
RPL21,RPL21,13,0,0,1.0955080179272851,-2.54079939346538
RASL11A,RASL11A,13,0,0,-1.6478975160500742,-0.627833452274647
GTF3A,GTF3A,13,0,0,-0.7614742979165143,-2.27728577088489
MTIF3,MTIF3,13,0,0,0.3506477513358526,-1.17495350015768
LNX2,LNX2,13,0,0,-0.7939038212254683,-0.702316696587523
POLR1D,POLR1D,13,0,0,-0.05861736082204594,-1.37399398054149
GSX1,GSX1,13,0,0,-2.3909706479866806,
PDX1,PDX1,13,0,0,-2.619656322856745,-1.26696673410676
CDX2,CDX2,13,0,0,-3.1298124715652484,
URAD,URAD,13,0,0,-1.9773075515375158,
FLT3,FLT3,13,0,0,0.3014353582973879,
PAN3,PAN3,13,0,0,0.10477206571357911,-0.889861927530533
FLT1,FLT1,13,0,0,-0.11092804858363436,3.46056483644112
POMP,POMP,13,0,0,0.6843589850746561,3.69300907353872
SLC46A3,SLC46A3,13,0,0,1.9213582888359984,5.92094622170674
MTUS2,MTUS2,13,0,0,-1.7963929900352138,
SLC7A1,SLC7A1,13,0,0,-0.6219875918498765,
UBL3,UBL3,13,0,0,0.425066658975064,0.765135666747806
KATNAL1,KATNAL1,13,0,0,0.8393249966848746,-1.36520047268922
UBE2L5,UBE2L5,13,0,0,-0.16972592341170234,
HMGB1,HMGB1,13,0,0,1.0265100883028317,2.83370787565957
USPL1,USPL1,13,0,0,0.4052167234410913,1.07966132507764
ALOX5AP,ALOX5AP,13,0,0,0.1200586048796648,-0.165619802593032
MEDAG,MEDAG,13,0,0,-0.6289088163797647,
TEX26,TEX26,13,0,0,-0.10434937173142877,
HSPH1,HSPH1,13,0,0,0.887955768348295,2.30597886044935
B3GLCT,B3GLCT,13,0,0,-0.07059252153028162,-0.871200551093855
RXFP2,RXFP2,13,0,0,1.206341184764291,
FRY,FRY,13,0,0,-0.5370646292514838,-0.417975376276633
ZAR1L,ZAR1L,13,0,0,-2.1139196226683215,
BRCA2,BRCA2,13,0,0,0.7818896271342837,
N4BP2L1,N4BP2L1,13,0,0,-1.1819210312145216,-0.135071403430088
N4BP2L2,N4BP2L2,13,0,0,0.6103613068224689,0.122622439585553
PDS5B,PDS5B,13,0,0,0.6122479771672751,0.443696712722645
KL,KL,13,0,0,-0.5142247803016602,
STARD13,STARD13,13,0,0,-1.6390933314138891,-1.94360082755671
RFC3,RFC3,13,0,0,0.48505624011076875,1.55499284809586
NBEA,NBEA,13,0,0,0.42578657031235956,
MAB21L1,MAB21L1,13,0,0,-1.2601592581004848,
DCLK1,DCLK1,13,0,0,-0.6407019574003439,
SOHLH2,SOHLH2,13,0,0,0.11698560181638307,
CCDC169,CCDC169,13,0,0,0.26535178913517043,
SPART,SPART,13,0,0,0.41396229591376255,0.875688182710402
CCNA1,CCNA1,13,0,0,-0.07461668131194799,
SERTM1,SERTM1,13,0,0,-1.4166245039250782,
RFXAP,RFXAP,13,0,0,-1.9501189251079083,-2.32472654465582
SMAD9,SMAD9,13,0,0,-1.9085995049137328,-1.21879130852312
ALG5,ALG5,13,0,0,1.246315802516829,2.11544462928622
EXOSC8,EXOSC8,13,0,0,1.1521305331455114,1.27498965332397
SUPT20H,SUPT20H,13,0,0,-0.4170873005474771,-0.561752127008488
CSNK1A1L,CSNK1A1L,13,0,0,0.2077612739810526,
POSTN,POSTN,13,0,0,0.8328294177662787,1.64485810826785
TRPC4,TRPC4,13,0,0,0.20359455721505348,
UFM1,UFM1,13,0,0,0.8260422864816963,3.73953092244749
FREM2,FREM2,13,0,0,-0.5851331733027951,-2.65595818465835
STOML3,STOML3,13,0,0,0.06958956830553298,
PROSER1,PROSER1,13,0,0,-0.6938134312771886,-2.0398464295543
NHLRC3,NHLRC3,13,0,0,1.056075329818869,1.96449578745481
LHFPL6,LHFPL6,13,0,0,-0.5223375005245217,-1.52822734290043
COG6,COG6,13,0,0,0.46702663823547574,0.585495348448425
FOXO1,FOXO1,13,0,0,-1.6418735731705851,-1.16346086844726
MRPS31,MRPS31,13,0,0,-0.014000602934995499,0.789086683930041
SLC25A15,SLC25A15,13,0,0,0.2819466906623749,-0.452211637065474
ELF1,ELF1,13,0,0,0.02675645544703187,0.87189476119335
WBP4,WBP4,13,0,0,0.42465840841808067,1.93445328023883
KBTBD6,KBTBD6,13,0,0,-0.5951728776585838,-0.18907625962871
KBTBD7,KBTBD7,13,0,0,-0.5970647215221838,0.17127808562255
MTRF1,MTRF1,13,0,0,0.002130575902455689,0.461115297648789
NAA16,NAA16,13,0,0,1.2882641810906197,
RGCC,RGCC,13,0,0,-1.711700370580516,-0.625352579584023
VWA8,VWA8,13,0,0,0.20904013506857666,-0.175554318218197
DGKH,DGKH,13,0,0,-0.20244752828897816,
AKAP11,AKAP11,13,0,0,0.1446983952540677,0.0735031164182643
TNFSF11,TNFSF11,13,0,0,-0.2292411754488679,0.47217503852903
FAM216B,FAM216B,13,0,0,-0.5508866014792915,
EPSTI1,EPSTI1,13,0,0,-1.5871972763989817,-0.48267089615213
DNAJC15,DNAJC15,13,0,0,0.4410176133554362,1.67102722740554
ENOX1,ENOX1,13,0,0,-0.6506702819774297,
CCDC122,CCDC122,13,0,0,0.7993479680930697,
LACC1,LACC1,13,0,0,1.0238865071527439,
SERP2,SERP2,13,0,0,-0.8320175771478606,-1.89212848959462
TSC22D1,TSC22D1,13,0,0,-1.2812080587279073,-0.472846667732407
NUFIP1,NUFIP1,13,0,0,-0.5564464970684497,0.946124152710537
GPALPP1,GPALPP1,13,0,0,-0.09218355468830275,0.627037616995684
GTF2F2,GTF2F2,13,0,0,0.08628362271700674,0.929031750400594
KCTD4,KCTD4,13,0,0,0.6511347994408165,
TPT1,TPT1,13,0,0,0.6384455865133685,-3.16622788021628
SLC25A30,SLC25A30,13,0,0,0.6665310309653982,-0.0532827652870082
COG3,COG3,13,0,0,0.2309933679950138,-0.17888398355221
ERICH6B,ERICH6B,13,0,0,-0.27908391831971713,
CBY2,CBY2,13,0,0,-3.182365962513945,
SIAH3,SIAH3,13,0,0,-2.686944928628318,
ZC3H13,ZC3H13,13,0,0,-1.2627296778529011,-2.72577442169428
CPB2,CPB2,13,0,0,0.7797863826980294,2.47899440463351
LCP1,LCP1,13,0,0,0.3115347695630941,0.583033550142832
LRRC63,LRRC63,13,0,0,0.9329992343760676,
RUBCNL,RUBCNL,13,0,0,-0.8040389368753615,-3.29336300842149
LRCH1,LRCH1,13,0,0,-1.1325736646540783,-1.13589576351132
ESD,ESD,13,0,0,0.9868894785356499,3.31238877584197
HTR2A,HTR2A,13,0,0,0.06944560071070427,
