gene_id,gene_name,chromosome,is_Z,te_gene_id,CO_Mega,TE_mean
ENSGALG00010007414,ROBO2,1,0,ENSGALG00000015519;ENSGALG00000027990,-1.1516989369988653,
ENSGALG00010007901,FSTL5,4,0,ENSGALG00000041736,-0.22842269369173074,
ENSGALG00010009472,ADO,6,0,INRAGALG00000014723;ENSGALG00000038593,-2.340933396437894,
ENSGALG00010008969,PPP1R37,38,0,ENSGALG00000054005,-2.466748574893636,
ENSGALG00010008683,SLC4A9,13,0,ENSGALG00000044387;ENSGALG00000025597,-1.9435767415076186,
ENSGALG00010008354,TMEM71,2,0,ENSGALG00000044996,-0.9247587825847705,-0.9854433652996728
ENSGALG00010008066,PCNX2,3,0,ENSGALG00000011013;ENSGALG00000017923;INRAGALG00000010597,-1.0972651918005243,
ENSGALG00010005324,CPAP,1,0,ENSGALG00000017148,-0.7511470412866624,-0.4728952076109611
ENSGALG00010005881,CORO2A,Z,1,ENSGALG00000001933,-1.152836017965074,-0.715823652182541
ENSGALG00010005536,TAF4B,2,0,ENSGALG00000015122,-0.7338466263346384,
ENSGALG00010008456,NHLRC1,2,0,ENSGALG00000012688,-2.187454882583002,-2.20843925124497
ENSGALG00010005935,ATP8A2,1,0,ENSGALG00000017106,-0.2915709233066315,
ENSGALG00010005981,AREL1,5,0,ENSGALG00000010270,-1.160400484310013,-2.174140306228923
ENSGALG00010008431,SH3RF1,4,0,ENSGALG00000009692,-0.8062388785996019,-2.2518558227645142
ENSGALG00010006135,ZC2HC1C,5,0,ENSGALG00000010309,-1.9575891519539463,-1.8849557235989696
ENSGALG00010008437,SHKBP1,38,0,ENSGALG00000009678,-2.9670587547580234,-2.477625142693026
ENSGALG00010006833,LTV1,3,0,ENSGALG00000013765,-1.1409135471922986,-0.268618343775804
ENSGALG00010008320,GPRIN3,4,0,ENSGALG00000025851;ALDBGALG0000004367,-2.315241257645805,
ENSGALG00010008442,WDR64,3,0,ALDBGALG0000003768;ENSGALG00000010760,-0.47520434077857815,
ENSGALG00010008464,SF3B6,3,0,ENSGALG00000016501,0.6928291447661711,0.7972487173669643
ENSGALG00010005895,MLLT10,2,0,ENSGALG00000007928;INRAGALG00000006459,-1.6625583764496055,
ENSGALG00010009391,RSBN1L,1,0,ENSGALG00000008328,-1.1093733392273188,-1.7121104554133009
ENSGALG00010008438,SYBU,2,0,ENSGALG00000036527,-1.5453972250878758,-1.0008248275329883
ENSGALG00010006847,SEL1L,5,0,ENSGALG00000010581,0.13347985860107692,0.5545426875044762
ENSGALG00010007882,CPE,4,0,ENSGALG00000027788,-1.139247151563345,-0.8823609540219681
ENSGALG00010006073,CEP97,1,0,ENSGALG00000052183;ENSGALG00000015342;INRAGALG00000021381,-1.3178156242682868,
ENSGALG00010007597,SMKR1,1,0,,-1.4134363923543711,
ENSGALG00010008248,TPK1,2,0,ENSGALG00000040298,-0.8118697346669353,-0.2242814792301635
ENSGALG00010008036,SPOCK3,4,0,ENSGALG00000009568;NONGGAG003962;ALDBGALG0000004337;ENSGALG00000047153;ENSGALG00000049284;101748522;ENSGALG00000049163;ENSGALG00000032323;107053230,-0.5822463715483668,
ENSGALG00010005345,NOX3,3,0,ENSGALG00000013659,-0.3128790200540219,
ENSGALG00010008131,OC90,2,0,ENSGALG00000030128,-1.5281106663568207,
ENSGALG00010008846,SLC35D2,Z,1,,0.43620303506884917,
ENSGALG00010007433,RNF144B,2,0,ENSGALG00000012683,-0.726418282446672,-0.7345868460924626
ENSGALG00010009268,PWWP2A,13,0,,-1.7557835087843205,
ENSGALG00010005460,TGDS,1,0,ENSGALG00000016898,-0.33797529156657014,0.2325058258250933
ENSGALG00010006063,KDELC1,1,0,ENSGALG00000016862,-0.40462001003468945,-1.4120066748704971
ENSGALG00010006966,PGBD5,3,0,ENSGALG00000011111,-1.4852519256064534,
ENSGALG00010007651,CTNNAL1,2,0,ENSGALG00000013207,-0.5114893605237003,-0.9232604196769756
ENSGALG00010008319,ERP44,2,0,ENSGALG00000013452,-0.5535949078162874,0.7039887281620384
ENSGALG00010006011,GIMD1,4,0,ENSGALG00000051117,-1.5321101448783727,
ENSGALG00010006992,SLC35B4,1,0,ENSGALG00000038187,-0.5247654609973769,-1.7673431627425873
ENSGALG00010008170,PICALM,1,0,ENSGALG00000039037,-0.20254463867424244,0.2254758297095584
ENSGALG00010005760,GPR18,1,0,ENSGALG00000022750,0.47086506044407195,-0.7856194705707554
ENSGALG00010008674,RXFP1,4,0,ENSGALG00000009429,-0.1421381550457378,-1.6337464631130456
ENSGALG00010009117,ERGIC1,13,0,ENSGALG00000002863;ALDBGALG0000001504,-0.5343812871028616,
ENSGALG00010009569,ZC3H18,11,0,ENSGALG00000006118;ENSGALG00000025151,-2.4924953716725993,
ENSGALG00010008045,DCDC2,2,0,ENSGALG00000042454,-0.9704553263018523,-0.2500696565376359
ENSGALG00010005464,SLC39A8,4,0,INRAGALG00000012940;ENSGALG00000039265;ENSGALG00000038756;ENSGALG00000051359;INRAGALG00000012942;ENSGALG00000012298,-0.5572837721952812,
ENSGALG00010005236,TMTC4,1,0,ENSGALG00000016870,-0.024797910288854252,-0.7946609841803186
ENSGALG00010007183,VOPP1,2,0,ENSGALG00000042773,-0.5777735181496071,-1.6639684351739077
ENSGALG00010007021,SULT6B1,3,0,ENSGALG00000046375,-0.1390637223603579,-1.0984101534337714
ENSGALG00010008015,ARHGAP39,2,0,ENSGALG00000039346,-2.3377124460458862,
ENSGALG00010007467,CHODL,1,0,ENSGALG00000015720,-0.567850225213936,
ENSGALG00010007319,ATP9B,2,0,ENSGALG00000031323,-0.17256870334205432,-0.9050422746185356
ENSGALG00010006330,STX19,1,0,ENSGALG00000015413,-0.4018129771058326,
ENSGALG00010006016,MTMR6,1,0,ENSGALG00000017112;ENSGALG00000053206,-0.8429965069497012,
ENSGALG00010009347,TESK1,Z,1,ENSGALG00000027658,-2.892210785367771,-5.23740692155954
ENSGALG00010008839,ZNF512,3,0,ENSGALG00000016506,-1.0731334744352523,-0.7443101161047209
ENSGALG00010005309,ASXL3,2,0,ENSGALG00000015196,-1.404174431265433,
ENSGALG00010007513,GALNT12,2,0,ENSGALG00000013197,-1.1525941461103988,-1.2885974358548422
ENSGALG00010007940,GLIPR2,2,0,ENSGALG00000028821,-0.20085329631127602,0.3820151844787386
ENSGALG00010005539,IFT88,1,0,ENSGALG00000017134,0.06766426791424207,
ENSGALG00010006049,AIMP1,4,0,ENSGALG00000010553,0.18573188713346955,0.0243597815414114
ENSGALG00010008102,CCDC89,1,0,ENSGALG00000037520,-2.240261233861297,
ENSGALG00010009173,LYAR,4,0,ENSGALG00000015000,-0.4506343872061352,-0.2813109811240787
ENSGALG00010005285,MPP7,2,0,ENSGALG00000007408,-0.6563984096002725,-0.573204354309647
ENSGALG00010008001,ALDH5A1,2,0,ENSGALG00000032544,-0.1625453233973747,-0.0310705153672562
ENSGALG00010006107,PGF,5,0,ENSGALG00000047771,-2.182064254602544,
ENSGALG00010009181,ARID3C,Z,1,ENSGALG00000005839,-2.0786364415859997,-3.299555119826957
ENSGALG00010009465,GGPS1,3,0,ENSGALG00000042853,-0.06622837859388198,1.2800863338937636
ENSGALG00010007995,KIAA0319,2,0,ENSGALG00000041273,-0.9092864090305239,-0.2885769861145732
ENSGALG00010008073,ZNF276,11,0,ENSGALG00000000513,-1.9724884965393477,-2.211899274060491
ENSGALG00010009315,SLC26A3,1,0,ENSGALG00000007959,-0.7618306302848604,
ENSGALG00010009440,DOK3,13,0,ENSGALG00000026914,-2.868410708361685,
ENSGALG00010005562,HECTD1,5,0,ENSGALG00000009946,-0.7948534695557711,-0.538343794111233
ENSGALG00010008259,MCC,Z,1,ENSGALG00000000208,-1.8403100361431042,-1.5000563855058062
ENSGALG00010008069,DLG2,1,0,ENSGALG00000045305;ENSGALG00000041225;ENSGALG00000047652;ENSGALG00000042992;ENSGALG00000025381;ENSGALG00000051620;ENSGALG00000047140;ENSGALG00000049171,-0.649922769606122,
ENSGALG00010005357,TNIP3,4,0,ENSGALG00000011961,-1.8397394645971477,
ENSGALG00010007169,QPCT,3,0,ENSGALG00000032440,-1.7934448077767957,-0.9774474399799636
ENSGALG00010005229,CIPC,5,0,ENSGALG00000010390,-1.501345817856866,-1.3951561252823703
ENSGALG00010008078,GUCY1B3,4,0,ENSGALG00000009361,-0.575834716201832,-0.1466927228064718
ENSGALG00010007439,HSD17B2,11,0,ENSGALG00000005467,-1.2887102212499468,
ENSGALG00010005618,PHACTR2,3,0,ENSGALG00000013768,-1.7461331141618186,-2.8850461545752912
ENSGALG00010006958,KIF26B,3,0,ENSGALG00000010664,-2.0034048207864896,
ENSGALG00010006366,CCNA1,1,0,ENSGALG00000017052,-0.5667111575394264,
ENSGALG00010009365,CA5A,11,0,ENSGALG00000005855,-1.5682851475548985,
ENSGALG00010005698,ADGRG7,1,0,ENSGALG00000015294,-0.3386727753460491,-1.8542549454490604
ENSGALG00010006103,NXPE3,1,0,ENSGALG00000015344,-0.556114726226127,-2.73305901717016
ENSGALG00010008451,cOpn3m,3,0,ENSGALG00000010762;NONGGAG003539,-0.46577502003639687,
ENSGALG00010008388,ADCY1,2,0,ENSGALG00000031170;INRAGALG00000102102;ENSGALG00000044565,-0.34922180934096947,
ENSGALG00010008088,SLC35A4,13,0,,-2.0680530106832093,
ENSGALG00010008233,FAM49B,2,0,ENSGALG00000036490,-1.0476632143788993,0.2254195271519304
ENSGALG00010009446,,Z,1,ENSGALG00000051598,-1.3595866809487505,
ENSGALG00010008386,SESN3,1,0,ENSGALG00000017204;ALDBGALG0000000508,-0.2823000672469026,
ENSGALG00010006588,ACOT12,Z,1,ENSGALG00000015616,-0.5056553162737483,
ENSGALG00010009499,MXD3,13,0,ENSGALG00000046263,-4.1456097339003355,-4.184593109656932
ENSGALG00010009120,ATG12,Z,1,ENSGALG00000002345,-1.5684497735436964,-1.4045869961044224
ENSGALG00010005826,LRP2BP,4,0,ENSGALG00000045063,0.3538417225002365,-0.1333595408522809
ENSGALG00010008988,PPM1G,3,0,ENSGALG00000016513,-1.5712613577237144,-0.7189858776625935
ENSGALG00010008745,GRAMD4,1,0,INRAGALG00000100061;INRAGALG00000100062;ENSGALG00000034274,-0.21182603499736963,
ENSGALG00010009111,LRFN1,38,0,ENSGALG00000048331,-2.635993849270289,
ENSGALG00010005431,GRM3,1,0,ENSGALG00000006576,-0.7159878653441211,
ENSGALG00010011085,UGT1A1,7,0,ENSGALG00000004196;ENSGALG00000030235;INRAGALG00000015386;ENSGALG00000036951;INRAGALG00000015387;INRAGALG00000015388;ENSGALG00000043856;ENSGALG00000044780,-0.3734874588836913,
ENSGALG00010012868,CTHRC1,2,0,ENSGALG00000033351,-1.982055580374063,
ENSGALG00010009972,PTK2B,3,0,ENSGALG00000016564,-2.6022679010046805,-3.2438877011766096
ENSGALG00010012783,RGS13,8,0,ENSGALG00000053210,-0.29485192870206545,
ENSGALG00010016455,RBM27,13,0,ENSGALG00000007516;ENSGALG00000031550,-1.0715088595538513,
ENSGALG00010012300,NINJ2,1,0,ENSGALG00000012989,-0.8919850265237029,
ENSGALG00010010147,GLIS3,Z,1,ENSGALG00000010180;ENSGALG00000049334,-1.4693680957286315,
ENSGALG00010010009,ELF2,4,0,ENSGALG00000009774,-0.7070003221439609,-1.138058790556108
ENSGALG00010017710,RAB41,4,0,ENSGALG00000026278,-1.4600535701324238,-1.4282762055248948
ENSGALG00010015647,PDZD2,Z,1,ENSGALG00000044830;ENSGALG00000002854,-1.7782414103617106,
ENSGALG00010010323,FBP2,Z,1,ENSGALG00000012612,-0.22685233055852239,0.31168830308955
ENSGALG00010010646,MCM3AP,7,0,ENSGALG00000004363,-1.2278501961706758,-1.4919971038002908
ENSGALG00010014754,DIMT1,Z,1,ENSGALG00000020569,-0.4910942649975663,0.4781694475269931
ENSGALG00010009724,ISOC1,Z,1,ENSGALG00000000161,-0.8269138502611435,-0.0786626496853006
ENSGALG00010012072,CAPRIN2,1,0,ENSGALG00000012947,-1.1687669599697579,0.6361839473234826
ENSGALG00010010724,ADCY3,3,0,ENSGALG00000016608,-1.9744369092016951,-4.34192269986388
ENSGALG00010015635,BTBD11,1,0,INRAGALG00000000946;ENSGALG00000039595,-1.32845748977741,
ENSGALG00010017371,TMEM114,14,0,ENSGALG00000039005,-0.8340799967693123,
ENSGALG00010013346,HMGCS2,8,0,ENSGALG00000002960,-2.2234691472095482,-0.7101398746144341
ENSGALG00010017729,MIEF2,14,0,ENSGALG00000005005,-2.4209581320328466,-1.4853188582016013
ENSGALG00010016375,CCNI2,13,0,ENSGALG00000023812,-0.8616559781073291,-1.7231667947605422
ENSGALG00010014897,COL8A2,23,0,ENSGALG00000002298,-1.412702284192239,
ENSGALG00010015157,CDC42BPB,5,0,ENSGALG00000011432,-0.9166520864452603,-1.909447783890375
ENSGALG00010017733,ERMAP,21,0,ENSGALG00000028437,-2.6852061276262096,-4.1398617363118415
ENSGALG00010011588,COLGALT2,8,0,ENSGALG00000038320,-1.3924790781881802,-1.0414778912898084
ENSGALG00010013457,SH3BGR,1,0,ENSGALG00000016127,-1.344395330228166,
ENSGALG00010015939,SUN2,1,0,ENSGALG00000028230,-2.8851240013366537,-2.166430849711853
ENSGALG00010011770,CHST11,1,0,,-1.2274269111725924,
ENSGALG00010012086,FAM92A,2,0,ENSGALG00000041493;ENSGALG00000046258,-0.8986315347015769,
ENSGALG00010010308,PACRGL,4,0,ENSGALG00000035551;ENSGALG00000014406,-0.746308702167826,
ENSGALG00010013352,ASXL1,20,0,ENSGALG00000006612,-1.7463608398826502,-2.2413963457684423
ENSGALG00010014045,GOLT1B,1,0,ENSGALG00000033855,-0.24064765938710087,0.8160246809657469
ENSGALG00010013935,NRSN2,20,0,ENSGALG00000036091,-2.764948020306382,
ENSGALG00010011947,THAP1,Z,1,,-1.3657650788170328,
ENSGALG00010013494,ASB1,7,0,ENSGALG00000004272,-2.5873375341056977,-3.928714115666833
ENSGALG00010015916,APOPT1,5,0,ENSGALG00000044519,-1.5128914056061822,-1.7026299585248466
ENSGALG00010013293,TUBGCP3,1,0,ENSGALG00000016836,-0.7826967328645602,-0.5949600498928254
ENSGALG00010017132,TMEM108,2,0,,-1.7114314037363227,
ENSGALG00010014602,FRK,3,0,ENSGALG00000014979,-0.0749705803626215,0.1010328839793072
ENSGALG00010012154,CWC27,Z,1,ENSGALG00000014747,-0.9214459045930703,-0.1571768579315386
ENSGALG00010012080,SLC34A1,13,0,ENSGALG00000003075,-2.6038484582707278,
ENSGALG00010015943,NME8,2,0,ENSGALG00000029677,-0.24363569256421724,
ENSGALG00010017544,SDE2,3,0,ENSGALG00000009253,-1.8942508892513699,-0.5018429516677512
ENSGALG00010013805,HSPA4,13,0,ENSGALG00000040882,-0.14250685579580769,0.0844321682044762
ENSGALG00010017080,PALB2,14,0,ENSGALG00000006078,-1.815661013541236,-1.68639485288996
ENSGALG00010015919,MOBP,2,0,ENSGALG00000041372;ENSGALG00000030855;NONGGAG002279,-1.6140540457829577,
ENSGALG00010011342,RASAL2,8,0,ENSGALG00000004323,-2.1818643384547207,-2.1533275521316897
ENSGALG00010010356,STAB2,1,0,ENSGALG00000039245,-0.94777300262404,
ENSGALG00010011364,OTP,Z,1,ENSGALG00000026744,-2.66535709542105,
ENSGALG00010016247,KIF26A,5,0,ENSGALG00000011581,-1.5206294268478853,-2.520182451322801
ENSGALG00010017679,RASL12,10,0,ENSGALG00000007349,-1.893809060368334,-1.8927041096951636
ENSGALG00010013427,KIAA2022,4,0,ALDBGALG0000004297;ENSGALG00000007755;ENSGALG00000025264,-2.0263366845873403,
ENSGALG00010016059,EPDR1,2,0,ENSGALG00000042063,-0.7355467237254881,
ENSGALG00010011633,TADA2B,4,0,ENSGALG00000015547,-1.34512751070862,-0.8645988327758204
ENSGALG00010014691,PABIR2,4,0,ENSGALG00000006108;ENSGALG00000025678,-2.3020790803289914,
ENSGALG00010010912,BAALC,2,0,ENSGALG00000051919,-2.8106821866588905,
ENSGALG00010011154,SLC26A7,2,0,ENSGALG00000033638,-0.11726301715802778,
ENSGALG00010010453,DRC1,3,0,ENSGALG00000016591,-2.2909310765157973,
ENSGALG00010017425,H6PD,21,0,ENSGALG00000002492,-1.8707908022077082,-0.5073017351527528
ENSGALG00010012744,ARL4C,7,0,ENSGALG00000052743,-2.351073396480705,
ENSGALG00010016986,GFER,14,0,ENSGALG00000005579,-2.1178093062530503,-1.9821543387691585
ENSGALG00010013380,PHGDH,8,0,ENSGALG00000002988,-2.4626152140042143,-1.8766545888173696
ENSGALG00010012439,PAPD4,Z,1,ENSGALG00000014810,-1.040860893686948,-0.6117115396464667
ENSGALG00010010884,DNAH7,7,0,ENSGALG00000007841;ENSGALG00000050268;ENSGALG00000048405,-0.11722204696236138,
ENSGALG00010010517,STMN4,3,0,ENSGALG00000030929,-2.5022148515961047,
ENSGALG00010013556,RASL11B,4,0,ENSGALG00000013948,-1.8917883229649153,-1.6296287451389238
ENSGALG00010012672,RO60,8,0,ALDBGALG0000005458;ENSGALG00000002504,0.05301387165935434,
ENSGALG00010015299,GALE,23,0,ENSGALG00000004047,-1.1950245871948482,
ENSGALG00010010781,NAPA,38,0,ENSGALG00000034747,-2.040955316353662,-0.5240991912755121
ENSGALG00010016913,BRCC3,4,0,ENSGALG00000005383,-2.0657190783047823,-0.5635958604884375
ENSGALG00010013444,OSBPL8,1,0,ENSGALG00000010246;NONGGAG000157;INRAGALG00000000612;INRAGALG00000000613;INRAGALG00000000614,-0.635335749229446,
ENSGALG00010009379,RYR1,38,0,ENSGALG00000049533;ENSGALG00000053055,-2.451553506277093,
ENSGALG00010015068,ESM1,Z,1,ENSGALG00000027707,-0.7982516092135398,
ENSGALG00010016816,MAP3K6,23,0,ENSGALG00000030706,-3.057858529586354,
ENSGALG00010015959,TRNAU1AP,23,0,ENSGALG00000025389;ENSGALG00000017843;ENSGALG00000025602;ENSGALG00000017845;ENSGALG00000001310,0.002753512926098267,
ENSGALG00010017452,ARMH4,5,0,ENSGALG00000012089;ENSGALG00000051550,-1.7183365775591493,
ENSGALG00010014346,AFG1L,3,0,ENSGALG00000015303;ENSGALG00000027236,-0.7291296086254314,
ENSGALG00010013690,CREB3L2,1,0,ENSGALG00000012877;ALDBGALG0000000155,-1.7826009530936617,
ENSGALG00010013398,CHAMP1,1,0,ENSGALG00000016813,-1.5737189187781866,-3.2587041652550868
ENSGALG00010015633,CCM2L,20,0,ENSGALG00000006479,-2.9578566873343997,-2.164767934914112
ENSGALG00010013206,AFF2,4,0,ENSGALG00000009168,-1.9681437781391007,-3.501550577686595
ENSGALG00010016209,ADAMTS7,10,0,ENSGALG00000008164,-2.2640479433461933,-2.571795275245217
ENSGALG00010013004,UAP1,8,0,ENSGALG00000002725,-2.3085967208691307,-1.7670626686735116
ENSGALG00010011480,UHRF1BP1L,1,0,ENSGALG00000011557,-0.692511860643974,-1.6272046410385617
ENSGALG00010015208,GNA14,Z,1,ENSGALG00000015176;ENSGALG00000047424,-0.4025643077408989,
ENSGALG00010014159,CDC42EP1,1,0,ENSGALG00000038556,-2.9830277091985544,-2.4021132424044174
ENSGALG00010016828,LACTBL1,21,0,ENSGALG00000026658,-0.8980868390861566,
ENSGALG00010013299,PLAGL2,20,0,ENSGALG00000006586,-1.7671964045252597,-3.640420541456629
ENSGALG00010012653,CBX7,1,0,ENSGALG00000041236;ALDBGALG0000000137,-1.6491027164050058,
ENSGALG00010017636,ZBTB8OS,23,0,ENSGALG00000003517,-0.5856402846757633,-0.0597996830696205
ENSGALG00010011126,ATXN1,2,0,ENSGALG00000012709;ENSGALG00000026196;ENSGALG00000025376;NONGGAG008763;INRAGALG00000007107,-2.482228278777714,
ENSGALG00010015769,TMEM50A,23,0,ENSGALG00000043733,-0.4591087930542611,0.0725378460108892
ENSGALG00010016680,BPIL3,20,0,ENSGALG00000020982,-1.13033310921474,
ENSGALG00010014734,ZUFSP,3,0,ENSGALG00000014940,-1.1095968684746287,-0.2852012523642885
ENSGALG00010013696,CETN3,Z,1,ENSGALG00000014648,-0.5128326045643457,0.796625784462223
ENSGALG00010014648,C1QTNF6,1,0,ENSGALG00000047483,-1.2256140016428199,
ENSGALG00010017662,GOLGA4,2,0,ENSGALG00000041114;INRAGALG00000006895;INRAGALG00000006896;INRAGALG00000006897;INRAGALG00000006898,-1.549879810455018,
ENSGALG00010016973,PLSCR1,9,0,ENSGALG00000006805;ALDBGALG0000005673,-0.7599911274391175,
ENSGALG00010013921,PPP2R2B,13,0,ALDBGALG0000001610;ENSGALG00000007565,-1.9743132467519189,
ENSGALG00010016588,ATP11B,9,0,ENSGALG00000008839;ENSGALG00000052787,-0.13664316959060885,
ENSGALG00010014111,GORAB,8,0,ENSGALG00000003329,-2.050587810759593,-1.6824315428636254
ENSGALG00010016943,PCNX4,5,0,ENSGALG00000011922,-0.2546462214762645,-1.2352909257817717
ENSGALG00010012954,RIMS2,2,0,ENSGALG00000040256,-1.3643285409040677,-0.994735457864981
ENSGALG00010017540,EIF4G1,9,0,ENSGALG00000008520;ENSGALG00000032338;ENSGALG00000040801,-2.1773286762398105,
ENSGALG00010015677,GRHL3,23,0,INRAGALG00000009222;INRAGALG00000009223;ENSGALG00000004249,-1.2847210305387846,
ENSGALG00010014476,C5orf34,Z,1,ENSGALG00000014865;ENSGALG00000014867,-0.6503329528166468,
ENSGALG00010016623,DNAJA3,14,0,ENSGALG00000007821,-0.4841566818290744,-0.4280442297036897
ENSGALG00010010263,RAB4A,3,0,ENSGALG00000036218,-0.2702378406264556,-0.2256317012270319
ENSGALG00010016025,PCIF1,20,0,ENSGALG00000023547;INRAGALG00000008713,-1.815254002107313,
ENSGALG00010015167,RAB3C,Z,1,ENSGALG00000014726;INRAGALG00000105786,-0.42509045691583636,
ENSGALG00010013859,MYOC,8,0,ENSGALG00000021074,-2.9123198730948623,
ENSGALG00010013506,RNF149,1,0,INRAGALG00000002380;ENSGALG00000025284;ENSGALG00000016779,-0.9208597659751745,
ENSGALG00010010985,CERT1,Z,1,ENSGALG00000014952,-0.40948237822320144,-0.2070760026960381
ENSGALG00010010107,MGST2,4,0,ENSGALG00000009803,-0.1596864350852082,-0.3097493089676261
ENSGALG00010010127,FAM13C,6,0,ENSGALG00000031305,-1.527469905781952,
ENSGALG00010015801,VSTM2L,20,0,ENSGALG00000006792,-2.473983656269219,-1.5573434776431228
ENSGALG00010015809,PCOLCE2,9,0,ENSGALG00000002623,-0.38778406729074244,0.7145854144240367
ENSGALG00010015006,HSPB3,Z,1,ENSGALG00000047764,-0.9881332144359538,
ENSGALG00010014943,APLN,4,0,ENSGALG00000054286,-2.21529732432264,
ENSGALG00010011894,VWC2L,7,0,ENSGALG00000003472,-1.462488620535229,
ENSGALG00010011145,PRSS55,3,0,ENSGALG00000016642,-0.8225612960773865,
ENSGALG00010013664,REV3L,3,0,ENSGALG00000015033,-0.8884358899168264,-2.07565748675066
ENSGALG00010017514,TXLNA,23,0,ENSGALG00000048775,-2.6366873724260227,
ENSGALG00010011902,TP53I3,3,0,,-0.5644575270599594,
ENSGALG00010011021,PPP1R3G,2,0,,-2.9470229595548068,
ENSGALG00010013572,DENND11,1,0,ALDBGALG0000000691;ENSGALG00000012874;107053475,-0.9146801584514663,
ENSGALG00010015320,TRPM6,Z,1,,-0.8357820831771783,
ENSGALG00010010813,EHD2,38,0,ENSGALG00000031325;ENSGALG00000036498,-2.570434744077714,
ENSGALG00010010998,SOAT1,8,0,ENSGALG00000004205,-0.3548388177770085,0.1164237030454764
ENSGALG00010014728,INTS13,1,0,ENSGALG00000014083,-0.6655810917276904,-3.2133457100969607
ENSGALG00010012372,LEMD3,1,0,ENSGALG00000009873,-1.1603062979535872,-1.2235764775557332
ENSGALG00010010472,MMRN2,6,0,ENSGALG00000002012;ENSGALG00000029540,-1.2851954217039256,
ENSGALG00010014156,CD164,3,0,ENSGALG00000053917,-0.03899761029887927,
ENSGALG00010011963,ZCCHC2,2,0,INRAGALG00000007302;ENSGALG00000012889,-1.6533709030067008,
ENSGALG00010017409,GPC3,4,0,ENSGALG00000006087,-1.759693146136169,-2.247891469938037
ENSGALG00010017786,KAZALD1,6,0,ENSGALG00000007837,-2.9601666481865796,
ENSGALG00010017521,MIIP,21,0,ENSGALG00000044581,-1.803472128647029,-0.003198558973967
ENSGALG00010014240,PIGV,23,0,ENSGALG00000039883,-1.9152461237462841,-3.0361556843380337
ENSGALG00010011952,UBE2D2,13,0,ENSGALG00000038128,-1.1557343516922156,-0.1935338212410295
ENSGALG00010013842,CDK19,3,0,ENSGALG00000015051,-0.9473064706504438,-1.140778958369706
ENSGALG00010013491,CNOT11,1,0,ENSGALG00000039563,-1.7991332991608882,-3.0174296463676717
ENSGALG00010012982,DDR2,8,0,ENSGALG00000039322;ENSGALG00000025241,-2.2582862318800294,
ENSGALG00010017551,NALF2,4,0,ENSGALG00000041437;INRAGALG00000103791,-2.8702558840413177,
ENSGALG00010012891,CAPS2,1,0,ENSGALG00000010208,-0.22452495867839095,-0.711212774066168
ENSGALG00010012755,CLVS2,3,0,INRAGALG00000011071;ENSGALG00000014853,-1.1275944735305465,
ENSGALG00010015033,BMP7,20,0,ENSGALG00000007668,-2.1510919084999145,-3.164879772006563
ENSGALG00010010734,AMN1,1,0,ENSGALG00000012938,-0.48634367149521546,0.3607511713067078
ENSGALG00010014515,ETNK1,1,0,ENSGALG00000013205,-0.7286104186829239,0.4737959184031255
ENSGALG00010016751,DFFA,21,0,ENSGALG00000002820,-2.4673058658562614,-1.8413864965247624
ENSGALG00010013257,STX12,23,0,ENSGALG00000000723,-1.1136868294206006,0.3417539280163252
ENSGALG00010010941,RIPK4,1,0,ENSGALG00000040189,-1.3408162905706533,-0.1718324930538779
ENSGALG00010013532,WDR19,4,0,ENSGALG00000049347;ENSGALG00000014064,-0.14551056738243417,
ENSGALG00010010706,SREBF2,1,0,INRAGALG00000023322;ENSGALG00000041687;ENSGALG00000018239,-2.341257673261688,
ENSGALG00010014328,RASSF8,1,0,ENSGALG00000054273,-2.68264737016131,
ENSGALG00010013661,GABRA4,4,0,ENSGALG00000014202;ENSGALG00000041624,0.037642788296094354,
ENSGALG00010014135,ZBTB24,3,0,ENSGALG00000015231,-1.1633507480989533,-1.57509221170995
ENSGALG00010013582,MAP4K4,1,0,ENSGALG00000016781;ENSGALG00000025365;ENSGALG00000037742;ENSGALG00000026432;ALDBGALG0000000384,-1.768852290796303,
ENSGALG00010017621,SYNE2,5,0,ENSGALG00000011811,-1.3054320399495958,-1.8095401309296009
ENSGALG00010014767,LRRC15,9,0,ENSGALG00000046461,-3.437457228210852,-2.207491376727213
ENSGALG00010017482,CORO2B,10,0,ENSGALG00000008043,-2.004413582446596,-1.34276296715873
ENSGALG00010017604,GATM,10,0,,-0.011129578884544356,
ENSGALG00010015823,SLC28A3,Z,1,ENSGALG00000012593,0.02406239154941925,0.5298320947507653
ENSGALG00010016263,F12,4,0,ENSGALG00000015623,-0.4869247429139991,0.6082187976266165
ENSGALG00010016901,MECOM,9,0,ENSGALG00000040451;NONGGAG005455;INRAGALG00000016864;ENSGALG00000032577,-1.4818422945299208,
ENSGALG00010010596,SHLD2,6,0,ENSGALG00000025435;ENSGALG00000028439,-0.6852304942912757,
ENSGALG00010016613,SNIP1,23,0,ENSGALG00000002010,-1.9276981314274657,-1.4067728615459636
ENSGALG00010012308,TRABD2A,Z,1,ENSGALG00000026395,-1.9894790868208356,
ENSGALG00010016927,MGAT4B,13,0,ENSGALG00000047847;ENSGALG00000005924,-2.0590801014173685,
ENSGALG00010010017,CCDC59,1,0,ENSGALG00000028648,-0.4554148071135504,0.3175836260430343
ENSGALG00010012969,SLC12A2,Z,1,ENSGALG00000014690,0.05468480483206917,-0.634828793082901
