gene_id,gene_name,chromosome,is_X,CO_Mega,TE_mean
ENSMUSG00000005973,Rcn1,2,0,-0.3669868525654678,-0.5916726059347945
ENSMUSG00000027710,Acad9,3,0,-0.40807660477724284,-0.2036114775875721
ENSMUSG00000017390,Aldoc,11,0,-0.5109960578954684,0.4233416225228184
ENSMUSG00000021939,Ctsb,14,0,-0.18483680995805507,0.3252333852501498
ENSMUSG00000058093,Zfp729b,13,0,-0.7718482544111716,-0.9177239135752232
ENSMUSG00000017466,Timp2,11,0,-0.12778148788301813,0.5133590830543453
ENSMUSG00000007039,Ddah2,17,0,-0.6433204129282188,-1.2891627771236889
ENSMUSG00000010435,Spaca7,8,0,-0.6106644185431378,
ENSMUSG00000030861,Acadsb,7,0,-0.00923140683055479,0.4207888466687256
ENSMUSG00000014773,Dll1,17,0,-0.7445084718265793,-0.9973999323503664
ENSMUSG00000006389,Mpl,4,0,-0.6863969769194789,
ENSMUSG00000016256,Ctsz,2,0,-0.43614855683805054,0.0795842500633342
ENSMUSG00000009185,Ccl8,11,0,-0.12829901263009802,
ENSMUSG00000038751,Ptk6,2,0,-0.515100026923152,-0.833135616664006
ENSMUSG00000061613,U2af1,17,0,-0.33568368831252293,-0.0738231944055002
ENSMUSG00000016534,Lamp2,X,1,-0.185267477345457,1.1661060898020927
ENSMUSG00000027422,Rrbp1,2,0,-0.42819876041645877,0.1115886687765982
ENSMUSG00000016344,Ppdpf,2,0,-0.6164569993120779,-0.5610981622492562
ENSMUSG00000015312,Gadd45b,10,0,-0.4211634108080631,0.1798030443633418
ENSMUSG00000015879,Fam184b,5,0,-0.720213770413908,
ENSMUSG00000007033,Hspa1l,17,0,-0.14311033375936155,0.7256713480102978
ENSMUSG00000013415,Igf2bp1,11,0,-0.4279584301117758,
ENSMUSG00000015850,Adamtsl4,3,0,-1.141213964673506,-0.3488197409645849
ENSMUSG00000006463,Zdhhc24,19,0,-0.7963305842791328,-0.8338300439089441
ENSMUSG00000016524,Il19,1,0,-0.5335237944740676,
ENSMUSG00000010830,Kdelr3,15,0,0.009454911077265038,-0.6478718054279139
ENSMUSG00000024835,Coro1b,19,0,-0.7933370308426522,-0.45112266623418
ENSMUSG00000010651,Acaa1b,9,0,-0.47704811722556073,-0.0078717682788164
ENSMUSG00000017417,Plxdc1,11,0,-0.7045730520351796,0.1249077418421408
ENSMUSG00000016833,Mrps18c,5,0,0.007521387453698125,0.5805013772692807
ENSMUSG00000015759,Cnih1,14,0,0.4930058436190947,0.8287436385301715
ENSMUSG00000007892,Rplp1,9,0,-0.06681369193492159,-1.859865603727582
ENSMUSG00000009030,Pdcl,2,0,-0.6483672743272297,0.35558900148079
ENSMUSG00000062345,Serpinb2,1,0,0.03963784455506847,
ENSMUSG00000007670,Khsrp,17,0,-0.5020998873644889,-0.3100537428763943
ENSMUSG00000014859,E2f4,8,0,-1.1019191476787977,-0.9943711237283568
ENSMUSG00000014355,Anapc1,2,0,-0.82670551935432,-1.414533959425992
ENSMUSG00000010362,Rdm1,11,0,-0.7698033028717397,-1.1864721775547389
ENSMUSG00000015702,Anxa9,3,0,-0.5244843797468324,
ENSMUSG00000090213,Peds1,2,0,-0.6001947164944585,-0.9137160352881758
ENSMUSG00000021510,Zfp729a,13,0,-0.8028189814531022,-1.1567867348428196
ENSMUSG00000012114,Med15,16,0,-0.8537053460214477,0.1137109104474138
ENSMUSG00000021730,Hcn1,13,0,-0.45675767011439206,
ENSMUSG00000009248,Ascl2,7,0,-1.0676334396119973,0.0
ENSMUSG00000006570,Defb2,8,0,-0.574209880623755,
ENSMUSG00000019254,Ppp1r12c,7,0,-0.8946082605690755,-2.28251200885864
ENSMUSG00000012187,Mogat1,1,0,-0.10147272778896976,-0.3381101303426979
ENSMUSG00000015289,Lage3,X,1,-0.8605814633079625,-0.6434469065324704
ENSMUSG00000015468,Notch4,17,0,-0.8552150729973853,
ENSMUSG00000015748,Prpf3,3,0,-0.4095830303327457,-0.0905257546230334
ENSMUSG00000006764,Tph2,10,0,-0.3248093429113279,
ENSMUSG00000006218,Fam131c,4,0,-1.2571533064690623,-1.323552522427062
ENSMUSG00000005628,Tmod4,3,0,-0.3483091251762538,-2.61558340518232
ENSMUSG00000014542,Clec4f,6,0,-0.7590240598499385,-0.0371572508246784
ENSMUSG00000014956,Ppp1cb,5,0,-0.2390500235783275,-0.3783751940343081
ENSMUSG00000079186,Gzmc,14,0,-0.18762583997757964,
ENSMUSG00000013643,Lypd8,11,0,-0.11132754753109886,
ENSMUSG00000089727,Klra8,6,0,-0.2947519848152691,
ENSMUSG00000012443,Kif11,19,0,-0.5283722743502786,
ENSMUSG00000008590,Htr3b,9,0,-0.7613372008418349,
ENSMUSG00000008763,Man1a2,3,0,-0.3526792860332737,-1.4432228159363465
ENSMUSG00000014606,Slc25a11,11,0,-0.06895917638921745,0.1104577208944833
ENSMUSG00000052763,Zfp212,6,0,-1.2568509941894526,-0.4675224547152221
ENSMUSG00000015981,Stk32c,7,0,-0.502931207570569,
ENSMUSG00000010797,Wnt2,6,0,-0.5453700117010456,-1.2166284605382005
ENSMUSG00000010097,Nxf1,19,0,-0.507768880016819,-0.6747853208827753
ENSMUSG00000009075,Cabp7,11,0,-0.10818028929226031,0.0
ENSMUSG00000002668,Dennd1c,17,0,-0.7778744742622798,-0.6075193179418114
ENSMUSG00000009588,St6galnac1,11,0,-0.4834580844894134,
ENSMUSG00000006575,Rundc3a,11,0,-0.6242153763535452,-1.537379077295997
ENSMUSG00000006948,Klk4,7,0,-0.6011517491925105,
ENSMUSG00000008843,Cldn13,5,0,-0.3806427442573508,
ENSMUSG00000017453,Pipox,11,0,-0.5877218745981594,0.2396399668719917
ENSMUSG00000006587,Snai3,8,0,-0.9222031969097451,-0.3386895311710545
ENSMUSG00000079677,Fdx2,9,0,-0.9131660539415112,-1.9145022967101255
ENSMUSG00000017550,Atad5,11,0,-0.7858584634655639,
ENSMUSG00000044485,Klk1b11,7,0,-0.1785350717891241,
ENSMUSG00000008734,Gprc5b,7,0,-0.2601004854555278,
ENSMUSG00000029636,Wasf3,5,0,-0.5354315208476077,
ENSMUSG00000006288,Ttc5,14,0,-0.6143844482605321,-0.6951528877322594
ENSMUSG00000013076,Amotl1,9,0,-0.7267030007055784,-1.5268976562177283
ENSMUSG00000015652,Steap1,5,0,-0.1685212444213935,
ENSMUSG00000006574,Slc4a1,11,0,-0.27669283893573393,
ENSMUSG00000005980,Dnase1,16,0,-0.2955761870897309,
ENSMUSG00000005802,Slc30a4,2,0,-0.6403203401301205,-2.139072774684791
ENSMUSG00000017400,Stac2,11,0,-0.6512193323509727,
ENSMUSG00000006818,Sod2,17,0,-0.4684312379856177,0.2345129210993249
ENSMUSG00000017000,Svs6,2,0,-0.5306962168248823,
ENSMUSG00000014245,Pigl,11,0,-0.3654292128736625,-0.8813301314223686
ENSMUSG00000006958,Chrd,16,0,-1.1018957329849464,-1.6406790199146626
ENSMUSG00000006313,Upk1a,7,0,0.05480106661336137,
ENSMUSG00000016409,Nkap,X,1,-0.6617235892377593,0.4313396874816457
ENSMUSG00000006998,Psmd2,16,0,-0.45116042212909413,-0.4216889250319373
ENSMUSG00000019461,Plscr3,11,0,-0.3575314518955359,0.2478180749711686
ENSMUSG00000060121,Gemin2,12,0,-0.9649671092363938,0.180568985446663
ENSMUSG00000021298,Gpr132,12,0,-0.5093939977455815,
ENSMUSG00000020988,L2hgdh,12,0,-0.31869138189644985,-1.2415693110950978
ENSMUSG00000020057,Dram1,10,0,0.08924448616627245,
ENSMUSG00000019890,Nts,10,0,-0.06663509601096962,
ENSMUSG00000062198,2700097O09Rik,12,0,-0.6806008909827987,-0.4307695005205089
ENSMUSG00000019897,Ccdc59,10,0,-0.14368295226175398,0.0731625194606071
ENSMUSG00000020255,Nopchap1,10,0,-0.7375182137116667,0.268677786770791
ENSMUSG00000020399,Havcr2,11,0,-0.45609791415325773,
ENSMUSG00000022676,Snai2,16,0,-0.8868538855553734,-0.1923045056686015
ENSMUSG00000021456,Fbp2,13,0,-0.04207123501962862,
ENSMUSG00000020463,Ppp4r3b,11,0,-0.36914327332836017,-1.360631569185928
ENSMUSG00000021303,Gng4,13,0,-0.03444462433030537,
ENSMUSG00000018486,Wnt9b,11,0,-0.7385925640214115,
ENSMUSG00000019905,Gprc6a,10,0,-0.25391436552161295,
ENSMUSG00000019470,Xab2,8,0,-0.677515690793923,-0.4243767649364484
ENSMUSG00000018973,Hoxb1,11,0,-0.5407549833072203,
ENSMUSG00000022799,Arhgap31,16,0,-0.7737789280810166,-0.8997025162059568
ENSMUSG00000022680,Pdxdc1,16,0,-0.6987371707122794,-0.7099938481170177
ENSMUSG00000021621,Zcchc9,13,0,-0.5197774337841174,0.0918345015759348
ENSMUSG00000022753,Tmem30c,16,0,-0.3078145677890394,
ENSMUSG00000022303,Dcstamp,15,0,-0.40931476223591723,0.0
ENSMUSG00000020072,Pbld2,10,0,-0.1342933964731987,-0.1533523234369333
ENSMUSG00000022956,Atp5po,16,0,-0.2069793168963976,0.6426826041208852
ENSMUSG00000017764,Zswim1,2,0,-0.7931765931635653,-0.0147760353721327
ENSMUSG00000019659,Ccdc12,9,0,-0.4060480953939969,-0.421217218765376
ENSMUSG00000021278,Amn,12,0,-0.4313460599540839,
ENSMUSG00000020080,Hkdc1,10,0,-0.13362427921943265,
ENSMUSG00000021240,Abcd4,12,0,-0.4756349546318077,-0.4787693315604213
ENSMUSG00000020964,Sel1l,12,0,-0.3377779408408692,-0.4268413442183624
ENSMUSG00000022432,Smc1b,15,0,-0.36822703706262416,-1.5338623213874585
ENSMUSG00000021679,S100z,13,0,0.5897209500234144,
ENSMUSG00000021376,Tpmt,13,0,-0.6180384945091753,0.6654875629366356
ENSMUSG00000022724,Riox2,16,0,-0.6643966403001702,0.003096780852701
ENSMUSG00000022602,Arc,15,0,-0.7205306829932034,
ENSMUSG00000018927,Ccl6,11,0,-0.24932178319295417,0.2733765925746325
ENSMUSG00000021476,Habp4,13,0,-0.4821482378090547,-1.4770331349613774
ENSMUSG00000020873,Slc35b1,11,0,0.11268192177039715,-0.2821770760758611
ENSMUSG00000021468,Sptlc1,13,0,-0.4822200853853822,0.0946174615509048
ENSMUSG00000021604,Irx4,13,0,-0.4627866642453995,
ENSMUSG00000022476,Polr3h,15,0,-0.41359438389620706,-0.1938093711574444
ENSMUSG00000020740,Gga3,11,0,-0.6183724505371586,-0.1469653391597567
ENSMUSG00000020184,Mdm2,10,0,-0.9654041936437245,-1.2147920594142174
ENSMUSG00000022951,Rcan1,16,0,-0.5536039962893788,0.4530613718194737
ENSMUSG00000021217,Tshz3,7,0,-0.6113067132846872,
ENSMUSG00000022793,B4galt4,16,0,-0.451963333824704,-1.114059623151873
ENSMUSG00000021252,Erg28,12,0,-0.6807467944106484,0.0602497578955642
ENSMUSG00000020257,Wdr82,9,0,-0.21598294001253215,-0.3475791500932893
ENSMUSG00000019846,Lama4,10,0,-0.5373949855195388,-0.7250360751007199
ENSMUSG00000022857,Tmprss15,16,0,-0.5873086368265117,
ENSMUSG00000021961,4930578I06Rik,14,0,-0.6902157354115221,
ENSMUSG00000021379,Id4,13,0,-0.31042140081749814,-0.5868738665500071
ENSMUSG00000017747,Ghdc,11,0,-0.6668989101383183,-0.5801910914078258
ENSMUSG00000022113,Trim52,14,0,-1.6305876483185244,
ENSMUSG00000022574,Naprt,15,0,-0.9072357769533745,-0.474667261541084
ENSMUSG00000022247,Brix1,15,0,-0.25338756807121676,0.3993881115437016
ENSMUSG00000021131,Erh,12,0,-0.3371884794294253,-0.1367712979876543
ENSMUSG00000020553,Pctp,11,0,-0.10103739308905269,0.0047541966302891
ENSMUSG00000019943,Atp2b1,10,0,-0.2942535329430047,-0.7081215608953924
ENSMUSG00000021125,Arg2,12,0,-0.6291651269182132,-0.037256524238567
ENSMUSG00000021936,Mapk8,14,0,-0.29848226782638676,-0.6444127685433605
ENSMUSG00000021819,Zswim8,14,0,-1.1054905562987702,-1.4635292957875288
ENSMUSG00000020193,Zpbp,11,0,-0.6691999762728429,
ENSMUSG00000005800,Mmp8,9,0,-0.27150700647342774,
ENSMUSG00000020048,Hsp90b1,10,0,-0.051915822408647117,0.4957203219917628
ENSMUSG00000020003,Pex7,10,0,-1.0722557937429809,-0.4825586130211017
ENSMUSG00000021147,Wdr37,13,0,-0.8169873763358915,-0.5528628779043218
ENSMUSG00000019762,Iyd,10,0,-0.18476967271523037,0.2356148294380228
ENSMUSG00000018209,Stk4,2,0,-0.04404858592697636,-0.2014508719591349
ENSMUSG00000019815,Zc2hc1b,10,0,-0.35710716010690824,
ENSMUSG00000022382,Wnt7b,15,0,-0.667897747912285,
ENSMUSG00000021966,Prss52,14,0,-0.5017663542779296,
ENSMUSG00000020583,Matn3,12,0,-0.7067611196949546,
ENSMUSG00000021022,Ppp2r3c,12,0,-0.1928737396803335,-0.4087286809511084
ENSMUSG00000019850,Tnfaip3,10,0,-0.6669134144635169,-0.8361380242615615
ENSMUSG00000021567,Nkd2,13,0,-1.2724489429421073,
ENSMUSG00000017830,Dhx58,11,0,-0.6037854380347909,-0.1623601715606325
ENSMUSG00000019935,Slc17a8,10,0,-0.2122527441975368,-0.9379643900457248
ENSMUSG00000019487,Trip10,17,0,-0.7493802954748219,-0.3872928245263104
ENSMUSG00000018821,Avpi1,19,0,-1.294119603392593,-0.4176408400481315
ENSMUSG00000022299,Slc25a32,15,0,-0.36727112228595793,-0.6907485353469458
ENSMUSG00000021619,Atg10,13,0,-0.9003871836170596,-0.1928273562534778
ENSMUSG00000020368,Canx,11,0,-0.02454370507003034,0.1396996025892757
ENSMUSG00000019808,Adat2,10,0,-0.11850423882413885,-0.4439109356624071
ENSMUSG00000017950,Hnf4a,2,0,-0.4784394560134846,-0.3562508620982883
ENSMUSG00000020661,Dnmt3a,12,0,-0.3634321100183744,-1.664426986816182
ENSMUSG00000019866,Crybg1,10,0,-0.6199718574287996,-0.8357952769784566
ENSMUSG00000020183,Cpm,10,0,-0.29274392473582544,-0.1768332889526691
ENSMUSG00000020803,Txndc17,11,0,0.005321481845580678,-0.3980261286787157
ENSMUSG00000018479,Chct1,11,0,-0.4187947601635251,
ENSMUSG00000020029,Nudt4,10,0,-0.25098088277731456,-0.529357080513797
ENSMUSG00000021598,Med10,13,0,-0.6831316412029356,-0.2299821638759272
ENSMUSG00000022895,Ets2,16,0,-0.5126987061215793,0.2391243286806599
ENSMUSG00000021714,Cenpk,13,0,-0.3972947391249413,-0.7728034783094085
ENSMUSG00000062901,Klhl24,16,0,-0.5273998501986092,-0.5547116579376241
ENSMUSG00000020611,Gna13,11,0,-0.45492986680008585,-0.7517602313300161
ENSMUSG00000021901,Bap1,14,0,-0.9152033784271598,-1.7757254532421185
ENSMUSG00000020794,Ube2g1,11,0,-0.334817839393839,0.3387572775013162
ENSMUSG00000019863,Qrsl1,10,0,-0.4518118157139117,0.0271542451858555
ENSMUSG00000020752,Recql5,11,0,-0.6697085198383217,-1.1010580616766077
ENSMUSG00000020707,Rnf135,11,0,-0.6726992821283027,-0.5167464083829079
ENSMUSG00000020287,Mpg,11,0,-0.6677759394585774,-1.4595210547732012
ENSMUSG00000022867,Usp25,16,0,-0.609656354263338,-1.612725199901882
ENSMUSG00000020024,Cep83,10,0,-0.6760996799191723,-1.7174456685227977
ENSMUSG00000021477,Ctsl,13,0,-0.22401815569432237,0.1420967912225817
ENSMUSG00000020922,Lsm12,11,0,-0.911271558299692,-0.3155569707010257
ENSMUSG00000019997,Ccn2,10,0,-0.13720692573571291,0.3868488550814161
ENSMUSG00000022875,Kng1,16,0,-0.6222284993339287,0.6503839377221153
ENSMUSG00000022900,Ildr1,16,0,-0.9049531048065891,
ENSMUSG00000021811,Dnajc9,14,0,0.016410412865752733,0.1372276937046759
ENSMUSG00000019987,Arg1,10,0,-0.2578029193431828,0.4255636146911155
ENSMUSG00000022357,Klhl38,15,0,-0.6639509941846455,
ENSMUSG00000022109,Med4,14,0,-0.7764376319363908,0.2031658855989496
ENSMUSG00000021537,Cetn3,13,0,-0.07935455553903914,0.8401170279546255
ENSMUSG00000022097,Sftpc,14,0,-0.25956007350598576,
ENSMUSG00000022614,Lmf2,15,0,-0.6082174169448145,0.7315227244109609
ENSMUSG00000020929,Eftud2,11,0,-0.21053874792037242,-0.3843763586691979
ENSMUSG00000020778,Ten1,11,0,-0.6862567638343453,-0.370392423883926
ENSMUSG00000020620,Abca8b,11,0,-0.24195123460248702,-0.4901647482661848
ENSMUSG00000021607,Mrpl36,13,0,-0.26533957486316595,0.1187924308751743
ENSMUSG00000021872,Rnase10,14,0,-0.3100976086928835,
ENSMUSG00000021665,Hexb,13,0,-0.5793027094616505,0.0427774954430424
ENSMUSG00000061100,Retnla,16,0,-0.058905621801265795,
ENSMUSG00000061740,Cyp2d22,15,0,-0.37756506814152857,0.5298553455831111
ENSMUSG00000022440,C1qtnf6,15,0,-0.7397944371724989,
ENSMUSG00000018593,Sparc,11,0,-0.26657470005100947,0.6209308125827563
ENSMUSG00000021076,Actr10,12,0,-0.3982425075376135,-0.056290511665974
ENSMUSG00000020627,Klhl29,12,0,-0.5481269950603629,
ENSMUSG00000022429,Dmc1,15,0,0.15192248522801322,
ENSMUSG00000021326,Trim27,13,0,-0.8302512267956033,-1.254469469142989
ENSMUSG00000022598,Psca,15,0,-0.8499398043153903,
ENSMUSG00000020570,Sypl1,12,0,-0.520263519288612,0.4851676612479272
ENSMUSG00000021420,Fars2,13,0,-0.6744795889855766,-0.616054506301135
ENSMUSG00000020238,Ncln,10,0,-0.6957689408652126,-0.5236026929168787
ENSMUSG00000078813,Leng1,7,0,-1.1247160408622214,0.6340720963670935
ENSMUSG00000022881,Rfc4,16,0,-0.44115695303196034,0.4499171074144714
ENSMUSG00000021494,Ddx41,13,0,-0.37783196327036883,-0.9851225282582232
ENSMUSG00000021051,Ppp2r5e,12,0,-0.552134007720051,0.1920538562909346
ENSMUSG00000021499,Catsper3,13,0,-0.08224800818679334,
ENSMUSG00000019464,Ptger1,8,0,-0.7812812306408645,-0.4338140844580272
ENSMUSG00000018547,Pip4k2b,11,0,-0.3364811451337708,-1.0340207442581513
ENSMUSG00000021094,Dhrs7,12,0,-0.3994249878887626,0.066878775724411
ENSMUSG00000022221,Ripk3,14,0,-0.6404535681286116,0.1922344917407538
ENSMUSG00000021423,Ly86,13,0,-0.45105182721476034,0.318255401892375
ENSMUSG00000022546,Gpt,15,0,-0.4732359329819378,-0.1370434438576659
ENSMUSG00000020310,Madcam1,10,0,-0.9116712971464125,
ENSMUSG00000021509,Slc25a48,13,0,-0.30667513248148737,-0.5098358983233074
ENSMUSG00000020108,Ddit4,10,0,-1.151638276175353,-0.2300010453336005
ENSMUSG00000030374,Strn4,7,0,-0.8310684688467465,-1.7117537667756546
ENSMUSG00000021086,Ccdc175,12,0,-0.0530083979739544,
ENSMUSG00000020689,Itgb3,11,0,-0.5550332020166913,-0.2641542648210829
ENSMUSG00000021645,Smn1,13,0,-0.13506382702084352,0.7911092112878892
ENSMUSG00000019923,Zwint,10,0,-0.4251036698414161,0.6225170542769234
ENSMUSG00000022885,St6gal1,16,0,-0.10023177536548822,-0.7243343114106122
ENSMUSG00000020413,Hus1,11,0,-0.44856506432706666,-0.4716396672364344
ENSMUSG00000006392,Med8,4,0,-0.8019473345160169,-0.0975591812157231
ENSMUSG00000020251,Glt8d2,10,0,-0.4987005477767301,
ENSMUSG00000019088,Dnase1l1,X,1,-0.6788959657114813,0.1064799243993905
ENSMUSG00000021408,Ripk1,13,0,-0.4775977757640071,-0.3045378707340244
ENSMUSG00000021216,Tubal3,13,0,-0.31650597678801695,
ENSMUSG00000021210,Akr1c6,13,0,-0.2698633745496206,0.4339445044481348
ENSMUSG00000034205,Loxl2,14,0,-0.6094767930648644,-0.4114131923206798
ENSMUSG00000019945,Cabcoco1,10,0,-0.19739357652652068,-0.040311743114095
ENSMUSG00000020330,Hmmr,11,0,-0.3885895142024456,
ENSMUSG00000022292,Rrm2b,15,0,-0.3678913683076992,
ENSMUSG00000020525,Ppm1d,11,0,-0.5453494641405001,-0.3961262402120519
ENSMUSG00000020308,Tpgs1,10,0,-0.6640970279628142,0.3249906289531509
ENSMUSG00000021565,Slc6a19,13,0,-0.1288648513296664,
ENSMUSG00000021367,Edn1,13,0,-0.18177335097357528,
ENSMUSG00000021096,Ppm1a,12,0,-0.6119147167326382,-1.217962781986289
ENSMUSG00000021687,Scamp1,13,0,0.11948394658767647,0.1896068165539238
ENSMUSG00000021807,Rtraf,14,0,-0.2908570917132298,-0.4535443694462575
ENSMUSG00000022105,Rb1,14,0,-0.53953031161595,-0.9419409956465514
ENSMUSG00000019990,Pde7b,10,0,-0.8051461638571595,-0.8893755999423982
ENSMUSG00000033196,Myh2,11,0,-0.12394676335577692,0.1005740402131974
ENSMUSG00000055515,Vmn2r81,10,0,-0.5167351302546486,
ENSMUSG00000022099,Dmtn,14,0,-0.52653631444878,
ENSMUSG00000019189,Rnf145,11,0,-0.3851953696089989,-1.5733224314440646
ENSMUSG00000005481,Ddx39a,8,0,-0.48711282517381704,-0.3086396472496644
ENSMUSG00000021440,Cts7,13,0,-0.1075884728626324,
ENSMUSG00000022464,Slc38a4,15,0,0.049444158683874306,0.4918378212126907
ENSMUSG00000018677,Slc25a39,11,0,-0.08540592017380177,-1.5239420666602608
ENSMUSG00000021464,Ror2,13,0,-0.565210127835007,
ENSMUSG00000018507,Trpv2,11,0,-0.5474095373133494,-0.631492182775841
ENSMUSG00000020140,Lgr5,10,0,-0.7598732337408105,0.1931322136808179
ENSMUSG00000021548,Ccnh,13,0,-0.7194510905779339,0.0007763088188659
ENSMUSG00000020718,Polg2,11,0,-0.9622976222883306,-1.2163766290915736
ENSMUSG00000019124,Scrn1,6,0,-0.6149113805315025,
ENSMUSG00000020605,Hs1bp3,12,0,-0.6466250520572903,0.0144103996608004
ENSMUSG00000022426,Josd1,15,0,-0.13684765890805828,-2.403913635848896
ENSMUSG00000022779,Top3b,16,0,-0.5108870479644843,-1.0466818939405365
ENSMUSG00000021556,Golm1,13,0,-0.7121264737729138,-0.0069302630146482
ENSMUSG00000021866,Anxa11,14,0,-0.24702897880773733,0.0491007988750136
ENSMUSG00000021396,Nxnl2,13,0,-0.47320481908564993,
ENSMUSG00000021716,Srek1ip1,13,0,-0.09260786039912716,1.2813528347674676
ENSMUSG00000018924,Alox15,11,0,-0.2752206893965585,
ENSMUSG00000078619,Smarcd2,11,0,-0.24093334635130148,-0.5481540841891052
ENSMUSG00000020155,Kcnmb1,11,0,0.07802178751121858,
ENSMUSG00000019055,Plod1,4,0,-0.46984266265140384,0.1896569561338467
ENSMUSG00000018405,Mrm1,11,0,-1.2183133873527439,-1.1550452734758403
ENSMUSG00000019518,Ap4m1,5,0,-1.0392287882301225,-0.8266150479757218
ENSMUSG00000022474,Pmm1,15,0,-0.6226266955883997,-0.6983761077589291
ENSMUSG00000020163,Uqcr11,10,0,0.15241111108449523,0.0498034300174626
ENSMUSG00000019338,Zfp687,3,0,-0.987405327859781,-1.7582780494914565
ENSMUSG00000020649,Rrm2,12,0,-0.0413434371095196,0.0722956598594336
ENSMUSG00000020872,Tac4,11,0,-0.23697821297655253,
ENSMUSG00000022603,Mroh4,15,0,-0.41439490055837425,
ENSMUSG00000021453,Gadd45g,13,0,-0.4387441618362722,0.4217117860657843
ENSMUSG00000019505,Ubb,11,0,-0.05993356929926108,0.9991963647871276
ENSMUSG00000020131,Pcsk4,10,0,-0.6131711111842577,-0.4538134147136075
ENSMUSG00000020770,Unk,11,0,-1.1582243979177633,-1.074452058537397
ENSMUSG00000019772,Vip,10,0,-0.44754427639436933,
ENSMUSG00000022437,Samm50,15,0,-0.4078044313531137,-0.2633904872561101
ENSMUSG00000022952,Runx1,16,0,-0.47345437334976204,
ENSMUSG00000020585,Laptm4a,12,0,-0.22722408273692452,1.018338670087276
ENSMUSG00000020601,Trib2,12,0,-0.7886306102586502,-1.0059355850268288
ENSMUSG00000022832,Ropn1,16,0,-0.4706982037374008,
ENSMUSG00000020079,Supv3l1,10,0,-0.6743365377063082,-0.9599561886032426
ENSMUSG00000019960,Dusp6,10,0,-0.32500606635982265,-0.1101504597233808
ENSMUSG00000020088,Sar1a,10,0,-0.015977433684994935,0.4172001128711912
ENSMUSG00000021986,Amer2,14,0,-0.7045131400914322,-0.6633728010263757
ENSMUSG00000022205,Sub1,15,0,0.06513350340909163,1.257560324918819
ENSMUSG00000021039,Snw1,12,0,-0.057917017212679056,0.4215953077342571
ENSMUSG00000019577,Pdk4,6,0,-0.5872430119284715,0.2841375353489863
ENSMUSG00000019841,Rev3l,10,0,-0.8029673622577782,-2.956919804718081
ENSMUSG00000019927,Ube2d1,10,0,-0.5333084528132108,-0.1660601321102323
ENSMUSG00000028708,Mknk1,4,0,-0.600228647704288,-0.3171870821048784
ENSMUSG00000019738,Polr2i,7,0,-0.8625799789631827,0.0938921056439178
ENSMUSG00000022827,Rabl3,16,0,-0.8541715823358178,-0.0053946929674062
ENSMUSG00000061360,Phf5a,15,0,-0.013037054363589817,0.5816135733849168
ENSMUSG00000020069,Hnrnph3,10,0,0.30971110964786064,0.3857821754013978
ENSMUSG00000020495,Smg8,11,0,-0.6536587820721333,-0.3700421967580681
ENSMUSG00000020519,Sap30l,11,0,-0.8600536492681226,-2.3092291398679063
ENSMUSG00000018567,Gabarap,11,0,-0.12011777327967721,1.6355917769295865
ENSMUSG00000022286,Grhl2,15,0,-0.31466765709158295,
ENSMUSG00000017707,Serinc3,2,0,-0.3067924281040799,0.3763385669465424
ENSMUSG00000022684,Bfar,16,0,-0.5885550737446152,-1.208918349129773
ENSMUSG00000021791,Dydc2,14,0,-0.24151557880990993,
ENSMUSG00000022451,Twf1,15,0,-0.5095980257633208,0.36998391537643
ENSMUSG00000020229,Slc5a4a,10,0,0.005440822168822024,
ENSMUSG00000021506,Pitx1,13,0,-0.24917151023416828,
ENSMUSG00000020457,Drg1,11,0,-0.32108446333402973,0.2764076854629991
ENSMUSG00000018554,Ybx2,11,0,-0.6564329121373138,
ENSMUSG00000020101,Vsir,10,0,-0.6765701474786567,
ENSMUSG00000020091,Eif4ebp2,10,0,-0.6881076962553525,-1.522999569018253
ENSMUSG00000020482,Ccdc117,11,0,-0.49780624246004734,0.0659079454601929
ENSMUSG00000022560,Slc52a2,15,0,-0.8305931467422045,-0.9235313120780322
ENSMUSG00000021095,Gsc,12,0,-0.5761689438819158,
ENSMUSG00000021037,Ahsa1,12,0,-0.19860984892135924,0.0606293337991203
ENSMUSG00000020561,Polr1f,12,0,-0.6702993133964039,-0.380396039617799
ENSMUSG00000022394,L3mbtl2,15,0,-0.5301449617928746,-1.3318457865759556
ENSMUSG00000042197,Zfp451,1,0,-0.9863174193214608,-1.0495183717588636
ENSMUSG00000020228,Helb,10,0,-0.573562638667898,-0.9431350252199904
ENSMUSG00000021938,Pspc1,14,0,0.24924402616600716,-0.4312985477322697
ENSMUSG00000031708,Tecr,8,0,-0.21206827893795577,0.9687504944225578
ENSMUSG00000017697,Ada,2,0,-0.09610502377234376,-0.1568496256567991
ENSMUSG00000021416,Eci3,13,0,-0.027182790407813684,-0.837802498805366
ENSMUSG00000055360,Prl2c5,13,0,-0.18632793316011842,
ENSMUSG00000020170,Frs2,10,0,-1.0334947389644054,-1.5340993662848472
ENSMUSG00000018931,Natd1,11,0,-0.5704159016371566,-0.7264378485577151
ENSMUSG00000020021,Fgd6,10,0,-0.9476758101122069,-1.8567522430077572
ENSMUSG00000020945,Lyzl6,11,0,-0.5791368992683523,
ENSMUSG00000022613,Miox,15,0,-0.01630623025878286,
ENSMUSG00000022098,Bmp1,14,0,-0.6369081783735879,-1.0047344999546342
