gene_id,gene_name,l1_diff,rmse_diff
ENSMUSG00000026405,C4bp,0.0021276595750500246,3.987613905808952e-05
ENSMUSG00000030738,Eif3c,0.0010964912279300219,2.3235404806310963e-05
ENSMUSG00000024066,Xdh,0.0007485029937500064,1.4266893312604773e-05
ENSMUSG00000025602,Zfp202,0.0015576323989200125,3.149183782525392e-05
ENSMUSG00000024128,Sbp,0.0049999999999999975,0.00011323681971918497
ENSMUSG00000024155,Meiob,0.0021231422503299948,4.2059300025842954e-05
ENSMUSG00000027840,Wnt2b,0.0025641025649099673,5.19908316399663e-05
ENSMUSG00000024910,Ctsw,0.002688172042540028,5.351119299396336e-05
ENSMUSG00000028378,Ptgr1,0.0030303030310799514,6.115340534855292e-05
ENSMUSG00000028927,Padi2,0.0014836795249099867,3.214747382103615e-05
ENSMUSG00000028033,Kcnq5,0.03201600631613023,0.0007744569642539151
ENSMUSG00000028542,Slc6a9,0.0015772870662399954,3.3474650434214835e-05
ENSMUSG00000026175,Vil1,0.0012077294679299824,2.469787660133314e-05
ENSMUSG00000027562,Car2,0.0038314176242400678,7.715060991664859e-05
ENSMUSG00000029714,Gigyf1,0.0009569377990669722,2.1646388469736528e-05
ENSMUSG00000024598,Fbn2,0.00034387895451001176,7.262101263815464e-06
ENSMUSG00000028015,Ctso,0.0031948881780399763,6.144015727352005e-05
ENSMUSG00000028362,Tnfsf8,0.004166666666389923,8.390677338892908e-05
ENSMUSG00000026525,Opn3,0.002493765585900012,5.133587674366481e-05
ENSMUSG00000031101,Sash3,0.0026246719157899724,5.6404919314237275e-05
ENSMUSG00000025347,Tmt1b,0.00408163265309997,9.232132452300466e-05
ENSMUSG00000027713,1810062G17Rik,0.007692307693009983,0.00016214004561777856
ENSMUSG00000028532,Cachd1,0.0007757951902799833,1.4512886326546578e-05
ENSMUSG00000024560,Cxxc1,0.0015128593045600073,3.218743707115276e-05
ENSMUSG00000024661,Fth1,0.005464480874320072,0.00012229335540120398
ENSMUSG00000023966,Rsph9,0.0036101083039500013,7.630621397225725e-05
ENSMUSG00000025134,Alyref,0.003906249999999986,8.981609148070604e-05
ENSMUSG00000031149,Praf2,0.005586592179229974,0.0001251549169447804
ENSMUSG00000026787,Gad2,0.0017064846420200516,3.2035534801590065e-05
ENSMUSG00000057751,Megf6,0.0006357279085049885,1.4884464207845086e-05
ENSMUSG00000028245,Nsmaf,0.0010857763304400153,2.0047888275136354e-05
ENSMUSG00000024413,Npc1,0.0007824726136400019,1.4983010188466792e-05
ENSMUSG00000029575,Mmab,0.00420168067214997,8.598758068025913e-05
ENSMUSG00000025400,Tac2,0.008547008547400037,0.000190555423107666
ENSMUSG00000026531,Mptx1,0.0045454545453999014,9.18654569204732e-05
ENSMUSG00000025658,Cnksr2,0.0009680542106440201,1.8553535677491253e-05
ENSMUSG00000023070,Rgn,0.003333333333619981,6.641582777126582e-05
ENSMUSG00000031212,Pgr15l,0.002188183807699924,4.097664800421653e-05
ENSMUSG00000028460,Sit1,0.0055248618780499945,0.000115782751236891
ENSMUSG00000029201,Ugdh,0.002024291497580038,3.842133962447694e-05
ENSMUSG00000027954,Efna1,0.00485436893196002,0.00010472110662361857
ENSMUSG00000029561,Oasl2,0.001964636542060024,3.989723909317857e-05
ENSMUSG00000027568,Ntsr1,0.002352941176250007,5.158050661884148e-05
ENSMUSG00000026869,Psmd5,0.001980198020549946,3.8613977320627074e-05
ENSMUSG00000025854,Fam20c,0.0017241379314899925,3.530576203061421e-05
ENSMUSG00000022999,Lmbr1l,0.0020408163261700285,4.5845694088477874e-05
ENSMUSG00000026966,Ssna1,0.008333333333389968,0.0002219918918575746
ENSMUSG00000030770,Parva,0.002680965147349998,5.878131969526894e-05
ENSMUSG00000030472,Ceacam18,0.002652519893599971,5.161952186688709e-05
ENSMUSG00000059834,Sclt1,0.0014513788097699858,3.435711440309253e-05
ENSMUSG00000038656,Cyp3a16,0.001980198020629941,3.909593801345007e-05
ENSMUSG00000017713,Tha1,0.002493765586020024,5.3260874924239796e-05
ENSMUSG00000026063,Dnaaf6rt,0.004566210045740066,0.00010098865530334429
ENSMUSG00000025001,Hells,0.0012165450120499902,2.4843580183299172e-05
ENSMUSG00000035836,Ugt2b1,0.0018867924526299947,3.633047605227062e-05
ENSMUSG00000023120,Ldc1,0.002347417840049982,4.8456757698059465e-05
ENSMUSG00000047473,Zfp30,0.001821493624630016,3.8088900620040295e-05
ENSMUSG00000028779,Pef1,0.0036231884052200037,7.783611252794359e-05
ENSMUSG00000031158,Timm17b,0.005780346821630018,0.00012170418880229107
ENSMUSG00000026277,Stk25,0.0023419203743500153,5.18199812602419e-05
ENSMUSG00000027316,Gfra4,0.0033003300336100086,7.251678060440485e-05
ENSMUSG00000027420,Bfsp1,0.01666103869804287,0.0005216838148606737
ENSMUSG00000024218,Taf11,0.004716981131940034,0.00010910623596581752
ENSMUSG00000023943,Sult1c1,0.0032786885241899728,7.043934446843966e-05
ENSMUSG00000029784,Ssmem1,0.28705167679125804,0.006135938334833252
ENSMUSG00000074282,Zfp94,0.02274127310114997,0.0006913992843278525
ENSMUSG00000029189,Sel1l3,0.0008787346220700096,1.62979596912911e-05
ENSMUSG00000026349,Ccnt2,0.0013812154701799877,2.6014094906187535e-05
ENSMUSG00000024914,Drap1,0.06455971601924022,0.0016606373260515544
ENSMUSG00000027364,Usp50,0.00255754475676998,5.0420433954144674e-05
ENSMUSG00000028005,Gucy1b1,0.0016103059582599887,3.1660060563379404e-05
ENSMUSG00000027514,Zbp1,0.0024271844657600132,4.9078555746794565e-05
ENSMUSG00000030114,Klrg1,0.005291005291879994,0.00010140935487766692
ENSMUSG00000031372,Trex2,0.00421940928280003,9.15088549403655e-05
ENSMUSG00000027177,Hipk3,0.0008382229675600403,1.5356429280887906e-05
ENSMUSG00000025731,Mettl26,0.0048780487802599914,0.00010436481750839998
ENSMUSG00000029049,Morn1,0.002092050209260038,4.145216428894477e-05
ENSMUSG00000026304,Rab17,0.004651162790199951,0.00010698430413504696
ENSMUSG00000027374,Mrps5,0.002309468822019973,4.344183584994148e-05
ENSMUSG00000029541,Cyp2w1,0.0020242914976000255,4.578666448137624e-05
ENSMUSG00000025353,Ormdl2,0.006493506494200036,0.00014076159878844007
ENSMUSG00000027919,Lce1g,0.00714285714286004,0.00023949705955946622
ENSMUSG00000024019,Cmtr1,0.0011933174224100056,2.4024374361984763e-05
ENSMUSG00000028736,Pax7,0.001984126983869983,4.02619067262809e-05
ENSMUSG00000025981,Coq10b,0.0041152263384500645,7.801820514155248e-05
ENSMUSG00000027076,Timm10,0.010989010989599974,0.00029413913557078237
ENSMUSG00000030255,Sspn,0.004608294930669936,0.00010451825152237185
ENSMUSG00000029814,Igf2bp3,0.0017241379311999942,3.3635821606929815e-05
ENSMUSG00000025366,Esyt1,0.000914913083700012,1.807549817123974e-05
ENSMUSG00000029061,Mmp23,0.0025510204080500206,4.8255893504554156e-05
ENSMUSG00000023055,Calcoco1,0.001445086706179982,3.4251721668164966e-05
ENSMUSG00000026285,Pdcd1,0.0034602076124699843,7.015787389824144e-05
ENSMUSG00000030847,Bag3,0.0017301038057799924,3.670927359183542e-05
ENSMUSG00000027863,Cd2,0.0028985507243199857,5.6182671662490185e-05
ENSMUSG00000026468,Lhx4,0.002557544757359997,5.123875329819756e-05
ENSMUSG00000031374,Zfp92,0.0020449897745999923,4.19741695423037e-05
ENSMUSG00000028483,Snapc3,0.0024509803917399505,4.7273381950197964e-05
ENSMUSG00000027810,Eif2a,0.0017182130582599872,3.4569155288505864e-05
ENSMUSG00000028107,Tars2,0.19501096062001308,0.004366101883777022
ENSMUSG00000026258,Snorc,0.008196721311000023,0.00019721282444822748
ENSMUSG00000028820,Sfpq,0.0014285714285700189,3.109514549484577e-05
ENSMUSG00000031323,Dmrtc1a,0.0049504950500100274,0.00011206998941790146
ENSMUSG00000029499,Pxmp2,0.005154639175479992,0.00011439079725120287
ENSMUSG00000025473,Adam8,0.001210653752810022,2.3169830647506796e-05
ENSMUSG00000025722,Wdr73,0.0026881720425500277,5.107533233000789e-05
ENSMUSG00000031132,Cd40lg,0.003831417624320061,7.65484044103896e-05
ENSMUSG00000023043,Krt18,0.0023584905660500085,5.210389703101644e-05
ENSMUSG00000068823,Csde1,0.0012515644554099653,2.479658384471315e-05
ENSMUSG00000028127,Abcd3,0.0015151515147699543,2.7999999749193954e-05
ENSMUSG00000030522,Mtmr10,0.0012953367879000083,2.388123972334715e-05
ENSMUSG00000029752,Asns,0.0017793594311299884,3.4076350596601417e-05
ENSMUSG00000030086,Chchd6,0.003649635035900019,8.135420173616807e-05
ENSMUSG00000025431,Crisp1,0.004081632652979983,8.43228003282318e-05
ENSMUSG00000073433,Arhgdig,0.004424778762020062,0.00010530258442371098
ENSMUSG00000027997,Casp6,0.00361010830420002,7.429486168260788e-05
ENSMUSG00000023908,Pkmyt1,0.002036659878000024,4.285938969785931e-05
ENSMUSG00000024165,Jpt2,0.005235602093959966,0.0001106740145028115
ENSMUSG00000029816,Gpnmb,0.0017391304348899962,3.351065894500098e-05
ENSMUSG00000024519,Cplx4,0.006211180124660001,0.00015043086772958736
ENSMUSG00000023883,Phf10,0.002008032128379999,3.879121591024174e-05
ENSMUSG00000027908,Tchhl1,0.0015649452266100071,3.4460913761592405e-05
ENSMUSG00000030697,Ppp4c,0.0032467532464699788,6.629488285209122e-05
ENSMUSG00000028293,Slc35a1,0.0029673590499899646,6.028065199235417e-05
ENSMUSG00000028690,Mmachc,0.0035714285712300097,6.951658504242793e-05
ENSMUSG00000024029,Tff3,0.01219512195179992,0.00026501296027392105
ENSMUSG00000028556,Dock7,0.0004697040864199446,8.550721074676051e-06
ENSMUSG00000029913,Prdm5,0.0016666666668800094,3.457844918952835e-05
ENSMUSG00000031073,Fgf15,0.004566210046020066,9.579874314241705e-05
ENSMUSG00000026627,Pacc1,0.002849002849530047,5.994357937811769e-05
ENSMUSG00000024246,Thumpd2,0.0018903591680300038,3.593699555102295e-05
ENSMUSG00000029836,Cbx3,0.0054347826081999895,0.0001262856273309947
ENSMUSG00000028195,Ccn1,0.002631578946959994,5.473803060508424e-05
ENSMUSG00000028593,Aadacl4fm1,0.0024509803921699534,4.685653438126795e-05
ENSMUSG00000028681,Ptch2,0.0008453085377839803,1.7807117468003184e-05
ENSMUSG00000027973,1700006A11Rik,0.0018348623857399743,3.585191143927878e-05
ENSMUSG00000030762,Aqp8,0.011156782149051594,0.0004962656486368485
ENSMUSG00000030263,Irag2,0.0018518518515599734,3.813948571363002e-05
ENSMUSG00000009566,Fpgs,0.0017006802714999842,3.501731774258989e-05
ENSMUSG00000027744,Stoml3,0.0034722222217600275,7.167521949896724e-05
ENSMUSG00000030046,Bmp10,0.002369668246300022,4.761377986404863e-05
ENSMUSG00000024604,Rbm22,0.0023752969117899897,4.701690067684958e-05
ENSMUSG00000026586,Prrx1,0.23398240029950104,0.005307141412751052
ENSMUSG00000029594,Rbm19,0.0010493179433099993,2.3742647309716707e-05
ENSMUSG00000030264,Thumpd3,0.0019762845850600005,3.865344108973631e-05
ENSMUSG00000031255,Sytl4,0.0014836795247199904,2.926742759096684e-05
ENSMUSG00000022972,Cfap298,0.0034364261167599726,7.634418202312444e-05
ENSMUSG00000028197,Col24a1,0.0005767012684100058,1.2874205495199215e-05
ENSMUSG00000028591,Pramel13,0.002155172413929999,4.504724369879059e-05
ENSMUSG00000052187,Hbb-y,0.006756756756559946,0.0001510771347502828
ENSMUSG00000025551,Fgf14,0.31078075242818487,0.006966351316481513
ENSMUSG00000026455,Klhl12,0.05068603502935873,0.0010575999694363587
ENSMUSG00000031066,Usp11,0.0010845986984099713,2.1222558051273565e-05
ENSMUSG00000029918,Mrps33,0.009345794392879966,0.00020937492115595695
ENSMUSG00000031358,Msl3,0.09283572958071283,0.0018019853949660185
ENSMUSG00000025475,Adgra1,0.0017271157168200013,3.534312930769388e-05
ENSMUSG00000026430,Rassf5,0.0024154589365799947,4.882364982200358e-05
ENSMUSG00000063971,Krt88,0.005813953489049911,0.00013592922258548348
ENSMUSG00000026260,Ndufa10,0.002808988764110003,5.60882604679486e-05
ENSMUSG00000026127,Imp4,0.0034246575345500147,7.094831550079584e-05
ENSMUSG00000029766,1700012A03Rik,0.007633587786380055,0.00019108944256555235
ENSMUSG00000025789,St8sia2,0.0026595744681800256,5.311198181241541e-05
ENSMUSG00000028709,Mob3c,0.00460829493088994,9.947028436979724e-05
ENSMUSG00000030525,Chrna7,0.001988071570710003,3.908018426907568e-05
ENSMUSG00000028139,Riiad1,0.008333333333249959,0.00018088563535837294
ENSMUSG00000029650,Slc46a3,0.0021691973972499754,4.2838369358669666e-05
ENSMUSG00000028240,Cyp7a1,0.001984126983889983,3.783177301703796e-05
ENSMUSG00000025485,Ric8a,0.0018832391720799934,3.9357869495129043e-05
ENSMUSG00000028995,Hycc1,0.0019157088121800007,3.607305270876991e-05
ENSMUSG00000028871,Rspo1,0.0037593984962399716,8.27800758854428e-05
ENSMUSG00000024227,Pdzph1,0.007621325573035969,0.00021206997731182793
ENSMUSG00000027855,Sycp1,0.0010060362173600044,2.6164751229997594e-05
ENSMUSG00000024400,Wdr33,0.0007513148013199957,1.574920673201621e-05
ENSMUSG00000031133,Arhgef6,0.04518213636285328,0.0009280577143810188
ENSMUSG00000030911,Zp2,0.0014005602239799903,2.600741119877908e-05
ENSMUSG00000023047,Amhr2,0.001757469244269995,3.530081495181867e-05
ENSMUSG00000028013,Ppa2,0.0030211480360699994,6.108829888826899e-05
ENSMUSG00000031304,Il2rg,0.0027027027035799837,5.252478117700715e-05
ENSMUSG00000030720,Cln3,0.002277904328119932,4.622958244908887e-05
ENSMUSG00000024831,Ighmbp2,0.001006036217400026,2.120518449592857e-05
ENSMUSG00000031428,Zcchc18,0.002538071066569972,5.1380249776015944e-05
ENSMUSG00000028329,Xpa,0.003663003663569986,7.987638291854021e-05
ENSMUSG00000024927,Rela,0.0018181818180300058,3.578751315729803e-05
ENSMUSG00000028953,Abcf2,0.001589825119269953,3.370683506765056e-05
ENSMUSG00000028020,Glrb,0.0020120724344300086,3.82663409502706e-05
ENSMUSG00000026198,Abcb6,0.0011862396208399914,2.35397984689864e-05
ENSMUSG00000052520,Cyp2j5,0.0019920318721899644,3.933185495371058e-05
ENSMUSG00000025578,Cbx8,0.002754820936319945,5.6428878126409616e-05
ENSMUSG00000027233,Patl2,0.0018867924528099998,3.833590115410795e-05
ENSMUSG00000025226,Fbxl15,0.0033222591354499995,8.013362473570924e-05
ENSMUSG00000027296,Itpka,0.0021739130435800193,4.515598712527973e-05
ENSMUSG00000031312,Itgb1bp2,0.0028490028497500314,5.683690278531789e-05
ENSMUSG00000003153,Slc2a3,0.00202429149779003,4.177802368317302e-05
ENSMUSG00000028545,Bend5,0.002369668246300015,4.903251005377133e-05
ENSMUSG00000029920,Smarcad1,0.000978473580967018,1.9602311587333314e-05
ENSMUSG00000029680,Hyal4,0.0020746887968000473,3.815387786257883e-05
ENSMUSG00000028381,Ugcg,0.0025316455697400216,4.777333369190021e-05
ENSMUSG00000027613,Eif6,0.004065040650960025,8.792503959035227e-05
ENSMUSG00000027170,Eif3m,0.0026666666666299863,5.366845332187329e-05
ENSMUSG00000027641,Rbl1,0.0009398496242199966,1.7092242260891298e-05
ENSMUSG00000026204,Ptprn,0.0010183299391000001,2.005341838100265e-05
ENSMUSG00000024350,Dnajc18,0.0027932960899500108,5.535377472477642e-05
ENSMUSG00000028795,Ccdc28b,0.00497512437876001,0.00011814578884950644
ENSMUSG00000089984,Fbxo24,0.0016949152542900024,3.39265808841399e-05
ENSMUSG00000026018,Ica1l,0.002314814815089927,4.609377471632225e-05
ENSMUSG00000026592,Tex35,0.023646071700773187,0.0010829306127713505
ENSMUSG00000064201,Krt2,0.0014124293790699568,3.643988008504678e-05
ENSMUSG00000025329,Padi1,0.0015082956258900468,3.266202120278091e-05
ENSMUSG00000027454,Gins1,0.005076142131459951,9.981064998231951e-05
ENSMUSG00000026229,Psmd1,0.0010482180281000167,2.0445522061639736e-05
ENSMUSG00000024287,Thoc1,0.0015197568384199543,3.108958398780503e-05
ENSMUSG00000025532,Crcp,0.006711409396420051,0.00016319266862671722
ENSMUSG00000024181,Mrpl28,0.0038759689926999887,9.12486850565989e-05
ENSMUSG00000029706,Pax4,0.002857142857100042,5.575169619474972e-05
ENSMUSG00000040250,Ints13,0.0013642564806200187,2.568099268781425e-05
ENSMUSG00000025051,Samt4,0.004273504274310032,9.031240157447204e-05
ENSMUSG00000023906,Cldn6,0.004545454545619923,0.00010479329198310405
ENSMUSG00000027122,Arl14ep,0.003610108304100008,7.253751084085245e-05
ENSMUSG00000030155,Clec2e,0.004608294930939938,9.1417766991835e-05
ENSMUSG00000025333,Gpr143,0.002463054187470003,4.781699632303037e-05
ENSMUSG00000017057,Il13ra1,0.002352941176380004,4.6429524224450814e-05
ENSMUSG00000022971,Ifnar2,0.0019455252916899402,3.7877812479571574e-05
ENSMUSG00000026511,Srp9,0.011494252872799994,0.0002538216827653612
ENSMUSG00000029219,Slc10a4,0.002283105022709988,4.921512002343356e-05
ENSMUSG00000026192,Atic,0.0016863406403800506,3.186235434682072e-05
ENSMUSG00000030339,Ltbr,0.0024038461538700372,5.080645956219839e-05
ENSMUSG00000023940,Sgo1,0.0019305019312400077,3.8943523563940286e-05
ENSMUSG00000024079,Eif2ak2,0.001937984496129979,3.8403214627399896e-05
ENSMUSG00000030562,Nox4,0.11624134948093123,0.0024669042139639835
ENSMUSG00000029518,Rab35,0.004950495050190026,0.00011037118364065382
ENSMUSG00000024471,Myot,0.002012072434779997,3.861023612316555e-05
ENSMUSG00000024124,Prss30,0.0032154340840000076,6.254516903632456e-05
ENSMUSG00000030272,Camk1,0.002666666666409988,5.643877175976244e-05
ENSMUSG00000024737,Slc15a3,0.0017271157170799952,3.6395942482374445e-05
ENSMUSG00000026679,Enkur,0.003906249999999986,9.151328626817502e-05
ENSMUSG00000026728,Vim,0.002141327623050025,5.0549784173108453e-05
ENSMUSG00000057604,Lmcd1,0.002732240436899985,5.768930402910848e-05
ENSMUSG00000028453,Fancg,0.00160256410285998,3.4456434008993366e-05
ENSMUSG00000026887,Mrrf,0.0038022813685600195,7.909647684173738e-05
ENSMUSG00000024409,Psors1c2,0.007352941176260001,0.00020199628674308202
ENSMUSG00000029206,Nsun7,0.027723313200057664,0.0008509023364388205
ENSMUSG00000027956,Tmem144,0.0028653295127399974,5.5604376389851766e-05
ENSMUSG00000024747,Aldh1a7,0.0019920318722599917,3.8807804802329796e-05
ENSMUSG00000024401,Tnf,0.0042372881351199895,9.150468066494523e-05
ENSMUSG00000026602,Nphs2,0.002590673575649993,4.9710020926761304e-05
ENSMUSG00000025269,Apex2,0.001934235977090023,3.665878359740646e-05
ENSMUSG00000024033,Rsph1,0.003311258278110018,7.654086526318655e-05
ENSMUSG00000028972,Car6,0.0031446540873000094,6.497563933881057e-05
ENSMUSG00000026840,Lamc3,0.0006321112515399936,1.2923057753741988e-05
ENSMUSG00000048960,Prex2,0.0006253908690499704,1.176041313574547e-05
ENSMUSG00000028330,Ncbp1,0.0012642225033399923,2.394731668332036e-05
ENSMUSG00000023011,Faim2,0.0031446540874999884,6.916096575402239e-05
ENSMUSG00000030793,Pycard,0.005154639175479991,0.00011128176971290648
ENSMUSG00000028010,Gar1,0.00431034482781,0.00012978357187048756
ENSMUSG00000025736,Jmjd8,0.003676470588389942,7.444773096327331e-05
ENSMUSG00000029270,Dipk1a,0.0023310023319099314,4.55240345387103e-05
ENSMUSG00000027559,Car3,0.003831417624360069,8.02269792568373e-05
ENSMUSG00000023021,Cers5,0.0024096385542099787,4.6047346272117955e-05
ENSMUSG00000026087,Mrpl30,0.0062111801247399885,0.00013666273929599396
ENSMUSG00000031143,Ccdc22,0.0015923566871399884,3.458266032380188e-05
ENSMUSG00000026791,Slc2a8,0.0020920502094300157,4.781759831011468e-05
ENSMUSG00000025283,Sat1,0.37758485560963445,0.007474550309036036
ENSMUSG00000026416,Il20,0.005649717514839997,0.00010982425205841839
ENSMUSG00000031311,Nono,0.0021097046405500197,4.596736294993513e-05
ENSMUSG00000029097,Trmt44,0.0014005602240199874,2.7072779393387266e-05
ENSMUSG00000024900,Cpt1a,0.0012919896645100012,2.510380920023579e-05
ENSMUSG00000028017,Egf,0.0008210180622900045,1.4833442949174891e-05
ENSMUSG00000027712,Anxa5,0.003124999999999982,6.600181811767299e-05
ENSMUSG00000029378,Areg,0.004016064257029952,8.21026327614204e-05
ENSMUSG00000046213,Cym,0.0026315789477500302,5.4824595818502164e-05
ENSMUSG00000027787,Nmd3,0.001984126983959989,3.8737892102032524e-05
ENSMUSG00000061887,Ssbp3,0.002570694087989999,5.7208950884875144e-05
ENSMUSG00000024645,Timm21,0.004081632653119981,8.14447919566053e-05
ENSMUSG00000026878,Rab14,0.004629629629959955,9.410351249458701e-05
ENSMUSG00000029053,Prkcz,0.0016863406402200488,3.434950573395947e-05
ENSMUSG00000025534,Gusb,0.0015408320490599566,2.991362376222871e-05
ENSMUSG00000030674,Qprt,0.003333333333549964,7.22913481962232e-05
ENSMUSG00000028538,St3gal3,0.002666666666369959,5.420924598014959e-05
ENSMUSG00000025154,Arhgap19,0.0020202020210899384,3.978012065767682e-05
ENSMUSG00000026177,Slc11a1,0.00182149362479002,3.793643005642534e-05
ENSMUSG00000028976,Slc2a5,0.001992031872209995,4.2002149341459835e-05
ENSMUSG00000027834,Serpini1,0.0024330900241600235,5.100408931315057e-05
ENSMUSG00000025165,Sectm1a,0.00518134715008,0.00011365542627094185
ENSMUSG00000023931,Efhb,0.0011709601872100096,2.222484965994926e-05
ENSMUSG00000031181,Ctag2,0.004545454545279904,9.391814497522036e-05
ENSMUSG00000030662,Ipo5,0.0009107468126540117,1.7646470005491544e-05
ENSMUSG00000025609,Mkln1,0.001358695652299993,2.6053584515398356e-05
ENSMUSG00000027468,Defb22,0.005555555555399985,0.00014167144437834476
ENSMUSG00000028646,Rragc,0.002506265664560013,4.8308809942838884e-05
ENSMUSG00000090000,Ier3ip1,0.01204819277059998,0.0002914397318120645
ENSMUSG00000030017,Reg3g,0.005714285714270009,0.00011863267395307905
ENSMUSG00000046834,Krt1,0.0015673981189800266,3.713678017819998e-05
ENSMUSG00000028096,Gpr89,0.002192982456400001,4.7533086696247804e-05
ENSMUSG00000024510,Ftmt,0.00420168067205999,8.922242467452843e-05
ENSMUSG00000023263,9530002B09Rik,0.0073529411766699825,0.0001585651260676498
ENSMUSG00000028578,Caap1,0.0028011204478799864,5.8898318685166944e-05
ENSMUSG00000031168,Ebp,0.004329004329909988,8.635306929513361e-05
ENSMUSG00000029526,1700123K08Rik,0.00337837837911994,6.784685002837608e-05
ENSMUSG00000026027,Stradb,0.0023866348451800075,4.483881983482902e-05
ENSMUSG00000030895,Hpx,0.0021691973971799867,4.1454445901509624e-05
ENSMUSG00000030759,Far1,0.09761044630084585,0.002357994549056569
ENSMUSG00000025580,Eif4a3,0.00242718446598002,5.084090797821961e-05
ENSMUSG00000027967,Neurog2,0.003787878788039954,8.733534575590954e-05
ENSMUSG00000041202,Pla2g2d,0.006896551723739979,0.00016431106487916705
ENSMUSG00000042243,BC051665,0.003021148036509959,6.040977027899517e-05
ENSMUSG00000048277,Syngr2,0.004444444444729953,0.00010766082717039762
ENSMUSG00000025812,Pard3,0.01737209484704525,0.00037581540866298837
ENSMUSG00000025351,Cd63,0.004184100418090017,9.031776093263707e-05
ENSMUSG00000025572,Tmc6,0.0012330456226000317,2.567461730449142e-05
ENSMUSG00000025082,Vwa2,0.0012626262627799625,2.492150686630507e-05
ENSMUSG00000031264,Btk,0.0015151515147899582,2.9077956653589973e-05
ENSMUSG00000024653,Scgb1a1,0.010309278351299963,0.00023495437751811605
ENSMUSG00000030364,Clec2h,0.004566210046060076,9.078765171079522e-05
ENSMUSG00000028271,Gtf2b,0.003154574132500013,6.193523417424535e-05
ENSMUSG00000027752,Exosc8,0.029836505235338553,0.0009044348297591369
ENSMUSG00000027599,Armc1,0.0035335689042699904,6.963698952644759e-05
ENSMUSG00000030494,Rhpn2,0.0014556040759699904,3.0015177266203056e-05
ENSMUSG00000025185,Loxl4,0.0037089057249177996,0.00016094961672334708
ENSMUSG00000028878,Fam76a,0.0032467532470199893,7.79393372669362e-05
ENSMUSG00000025946,Pth2r,0.0018281535646000112,3.493326296241716e-05
ENSMUSG00000024359,Hspa9,0.0014705882352599804,3.0047541214667994e-05
ENSMUSG00000026240,Cops7b,0.003773584905720037,8.229545625077522e-05
ENSMUSG00000024030,Abcg1,0.0014992503745600017,3.238679048752515e-05
ENSMUSG00000026943,Lcn12,0.00515463917551999,0.00011117663811840441
ENSMUSG00000029670,Ing3,0.0023696682464600075,4.687724157976322e-05
ENSMUSG00000024521,Pmaip1,0.00961538461485999,0.00021414948517850416
ENSMUSG00000025503,Taldo1,0.0029585798814500126,6.467971114243393e-05
ENSMUSG00000052085,Dock8,0.0004759638267299985,9.377561000454396e-06
ENSMUSG00000030978,Rrm1,0.001261034047520022,2.435620157590352e-05
ENSMUSG00000028098,Rnf115,0.0032679738564099954,6.291199437811126e-05
ENSMUSG00000030352,Tspan9,0.004166666666599941,9.879686362399447e-05
ENSMUSG00000025255,Zfhx4,0.000279173645769985,5.307654518952926e-06
ENSMUSG00000026482,Rgl1,0.0013003901166599961,2.624373333587094e-05
ENSMUSG00000028051,Hcn3,0.0012820512816400084,2.602610203252499e-05
ENSMUSG00000025094,Slc18a2,0.0019305019313000053,3.899045055709811e-05
ENSMUSG00000027360,Hdc,0.0015082956258000136,2.9090026872031443e-05
ENSMUSG00000027879,Sec22b,0.004629629629729968,9.798160443954319e-05
ENSMUSG00000026478,Lamc1,0.0006218905472599951,1.235395827976009e-05
ENSMUSG00000028295,Smim8,0.010204081631299967,0.00021759931614903058
ENSMUSG00000026563,Tada1,0.002976190475789993,5.90514250721704e-05
ENSMUSG00000024817,Uhrf2,0.0012437810945099778,2.3518113223658528e-05
ENSMUSG00000024713,Pcsk5,0.0005324813631599928,1.0558720302673289e-05
ENSMUSG00000024487,Yipf5,0.003875968992699992,8.144608763732947e-05
ENSMUSG00000026640,Plxna2,0.0005277044854259899,1.0159125390602529e-05
ENSMUSG00000030603,Psmc4,0.002386634845040031,5.364105407491794e-05
ENSMUSG00000031246,Sh3bgrl,0.008695652174289966,0.00020809436363759983
ENSMUSG00000023926,Rhag,0.0022779043280199297,4.470832563018494e-05
ENSMUSG00000026377,Nifk,0.0031446540874500144,6.647291381826831e-05
ENSMUSG00000029828,Spmip4,0.0016977928694299847,3.2457369130758516e-05
ENSMUSG00000031271,Serpina7,0.002341920374340018,4.53004645395668e-05
ENSMUSG00000024497,Pou4f3,0.0029498525076300337,6.291414734968877e-05
ENSMUSG00000029618,Ocm,0.009090909091140045,0.00022778315169509131
ENSMUSG00000026571,Dcaf6,0.00114025085469993,2.1756631865301323e-05
ENSMUSG00000028864,Hgf,0.0013717421125200007,2.586495762639826e-05
ENSMUSG00000028969,Cdk5,0.003412969283399969,7.220646746852635e-05
ENSMUSG00000026834,Acvr1c,0.0020242914978600376,3.8593601311664816e-05
ENSMUSG00000025616,Usp16,0.0012106537528300126,2.4217266392576677e-05
ENSMUSG00000026659,Dusp12,0.002941176470929965,5.5908013607158925e-05
ENSMUSG00000024782,Ak3,0.004385964912840061,8.923043837583135e-05
ENSMUSG00000025050,Pcgf6,0.0028248587577300605,5.7258914067042705e-05
ENSMUSG00000028222,Calb1,0.0038167938935699773,8.614968878665537e-05
ENSMUSG00000026227,2810459M11Rik,0.010222416472292054,0.0004620978028254238
ENSMUSG00000025200,Cwf19l1,0.0018587360589800057,3.6072102996251755e-05
